NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|97812014|48352023,695521926,Rua Idalina Maria Fiores 505,-,SP,3515129,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|778|1812.5|1822.5|1830|2130,911.25|723|1717.5|1727.5|1735|1940,20,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,21.5,000790401592|031191601350|007591301882|008041101882,20|40,-21.83139,-51.48306,2024-03-29,2011-06-08,2031-03-11|2029-12-08|2038-04-30,20240503,1,20.0,inf
TIM,50010613854,47102015|97812014|48352023,695521926,Rua Idalina Maria Fiores 505,-,SP,3515129,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|778|1812.5|1822.5|1830|2130,911.25|723|1717.5|1727.5|1735|1940,140,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,21.5,000790401592|031191601350|007591301882|008041101882,20|40,-21.83139,-51.48306,2024-03-29,2011-06-08,2031-03-11|2029-12-08|2038-04-30,20240503,2,140.0,inf
TIM,50010613854,47102015|97812014|48352023,695521926,Rua Idalina Maria Fiores 505,-,SP,3515129,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|778|1812.5|1822.5|1830|2130,911.25|723|1717.5|1727.5|1735|1940,260,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,21.5,000790401592|031191601350|007591301882|008041101882,20|40,-21.83139,-51.48306,2024-03-29,2011-06-08,2031-03-11|2029-12-08|2038-04-30,20240503,3,260.0,inf
