NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,16992008|47102015,684787822,"RODOVIA VICINAL JOAO JOAQUIM TELES FILHO,S/N,RURAL",,SP,3524501,5M00G7W|200KG7W,WCDMA|GSM|LTE,2135|957.5|1820,2125|955|1805,55|60,Greenfield,não,056001603518|013280301705|012720905344,16.15|11.3|16.1,28|30.0|20.0,65|65.00,7|7.00,70|70.0,005851101882|000790401592|007591301882,61.2|40|60,-20.956933,-49.578456,2017-03-23,2004-09-21,2023-04-30|2031-03-11,20240503,1,60.0,4.18147
TIM,50010613854,16992008|47102015,684787822,"RODOVIA VICINAL JOAO JOAQUIM TELES FILHO,S/N,RURAL",,SP,3524501,5M00G7W|200KG7W,WCDMA|GSM|LTE,2135|957.5|1820,2125|955|1805,210|230,Greenfield,não,056001603518|013280301705|012720905344,16.15|11.3|16.1,28|30.0|20.0,65|65.00,7|7.00,70|70.0,005851101882|000790401592|007591301882,61.2|40|60,-20.956933,-49.578456,2017-03-23,2004-09-21,2023-04-30|2031-03-11,20240503,3,230.0,4.18147
TIM,50010613854,47102015|48352023|97812014|69272020,691933871,RUA SÃO PAULO,0,SP,3524501,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1822.5|1830|778|2130,1717.5|1727.5|1735|723|1940,0,Greenfield,sim,056001603518,16.15|11.96,25,65|74,0,53,007591301882|000130401592|031191601350|027191702519,20|40,-20.881806,-49.570111,2023-07-06,2009-12-11,2038-04-30|2023-09-30,20240503,1,0.0,4.18147
TIM,50010613854,47102015|48352023|97812014|69272020,691933871,RUA SÃO PAULO,0,SP,3524501,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1822.5|1830|778|2130,1717.5|1727.5|1735|723|1940,120,Greenfield,sim,056001603518,16.15|11.96,25,65|74,0,53,007591301882|000130401592|031191601350|027191702519,20|40,-20.881806,-49.570111,2023-07-06,2009-12-11,2038-04-30|2023-09-30,20240503,2,120.0,4.18147
TIM,50010613854,47102015|48352023|97812014|69272020,691933871,RUA SÃO PAULO,0,SP,3524501,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1822.5|1830|778|2130,1717.5|1727.5|1735|723|1940,240,Greenfield,sim,056001603518,16.15|11.96,25,65|74,0,53,007591301882|000130401592|031191601350|027191702519,20|40,-20.881806,-49.570111,2023-07-06,2009-12-11,2038-04-30|2023-09-30,20240503,3,240.0,4.18147
