NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,59072012,1005075368,"AVENIDA FRANCISO RODRIGUES FILHO, EM FRENTE AO 1106",,SP,3530607  ,5M00G7W,LTE,2690,2670,0,Greenfield,não,,5.0,,,,3.4,026021501882,40.000,-23.51472,-46.18583,2017-10-23,2017-10-23,2027-10-18,1,0.0,0.17023500000000003
VIVO,50409146447,59072012,1005075376,"AVENIDA CÂNDIDO XAVIER DE ALMEIDA E SOUZA, EM FRENTE AO 3060",,SP,3530607  ,5M00G7W,LTE,2690,2670,0,Greenfield,não,,5.0,,,,3.4,026021501882,40.000,-23.51722,-46.18389,2017-10-23,2017-10-23,2027-10-18,1,0.0,0.162595
VIVO,50409146447,59072012,1005075384,"AVENIDA VEREADOR NARCISO YAGUE GUIMARÃES, EM FRENTE AO 277",,SP,3530607  ,5M00G7W,LTE,2690,2670,0,Greenfield,não,,5.0,,,,3.4,026021501882,40.000,-23.51972,-46.18556,2017-10-23,2017-10-23,2027-10-18,1,0.0,0.162595
