NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014|16952008,684914387,"R LOURENÇO ROMANO, 1, JD. MARTA TANURI",,SP,3506706,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|955|803|890|894|2125,1870|952.5|793|880|891.5|2110,20,Greenfield,não,027331703519|012720905344,16.16|13.52|14.1|16.18,27.0|20.0|25.0,66.76|68.0|66.56|65.0,0.0,50.5|39.0,012111805894|037621705894|057731705894|039721705894|018151001882,20.0|19.95|40.0|80.0|60.2,-21.99889,-48.3875,2019-06-28,2004-12-09,2028-03-31|2029-12-08|2023-04-30,20240503,1,20.0,inf
CLARO,50409105090,46622011|97692014|16952008,684914387,"R LOURENÇO ROMANO, 1, JD. MARTA TANURI",,SP,3506706,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|955|803|890|894|2125,1870|952.5|793|880|891.5|2110,200,Greenfield,não,027331703519|012720905344,16.16|13.52|14.1|16.18,27.0|20.0|25.0,66.76|68.0|66.56|65.0,0.0,50.5|39.0,012111805894|037621705894|057731705894|039721705894|018151001882,20.0|19.95|40.0|80.0|60.2,-21.99889,-48.3875,2019-06-28,2004-12-09,2028-03-31|2029-12-08|2023-04-30,20240503,3,200.0,inf
CLARO,50409105090,46622011|97692014|16952008,684914387,"R LOURENÇO ROMANO, 1, JD. MARTA TANURI",,SP,3506706,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|955|803|890|894|2125,1870|952.5|793|880|891.5|2110,310,Greenfield,não,027331703519|012720905344,16.16|13.52|14.1|16.18,27.0|20.0|25.0,66.76|68.0|66.56|65.0,0.0,50.5|39.0,012111805894|037621705894|057731705894|039721705894|018151001882,20.0|19.95|40.0|80.0|60.2,-21.99889,-48.3875,2019-06-28,2004-12-09,2028-03-31|2029-12-08|2023-04-30,20240503,4,310.0,inf
