NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,4.1662008e+07,688495974,Rua Euclides da Cunha,,SP,3532868,200KG7W,GSM,874.5|890.75,829.5|845.75,360,,,005380301537,17,25,45.22,0,15,009180401065,2,-20.76278,-50.34167,2021-12-25,2006-07-25,2024-01-20,0,360.0,0.03302
VIVO,50409146447,4.1662008e+07,688495974,Rua Euclides da Cunha,,SP,3532868,200KG7W,GSM,874.5|890.75,829.5|845.75,145,,,005850301705,13.8,29,86.29,0,30,009180401065,2,-20.76278,-50.34167,2021-12-25,2006-07-25,2024-01-20,2,145.0,0.03302
VIVO,50409146447,4.1662008e+07,688495974,Rua Euclides da Cunha,,SP,3532868,200KG7W,GSM,890.75|874.5,845.75|829.5,245,,,005850301705,13.8,29,86.29,0,30,009180401065,2,-20.76278,-50.34167,2021-12-25,2006-07-25,2024-01-20,3,245.0,0.03302
VIVO,50409146447,48422023|41662008,689110448,Rua Euclides da Cunha,,SP,3532868,5M00G7W,LTE|WCDMA,1862.5|1867.5|874.5|890.75,1767.5|1772.5|829.5|845.75,110|145,Greenfield|Rooftop,não,002000703518,17.5|14.7|14.5,25|28,60.17|75.66|65,12|9,28|27,083071803257|044961602519|010641001882,40|63.5,-20.762444,-50.342194,2023-09-20,2007-05-04,2032-12-22,2,110.0,0.03302
VIVO,50409146447,41662008|48422023,689110448,Rua Euclides da Cunha,,SP,3532868,5M00G7W,WCDMA|LTE,874.5|890.75|1862.5|1867.5,829.5|845.75|1767.5|1772.5,230|245|250,Rooftop|Greenfield,não,002000703518,14.7|14.5|17.5,25|28,75.66|65|60.17,8|9,28|27,044961602519|010641001882|083071803257,40|63.5,-20.762444,-50.342194,2023-09-20,2007-05-04,2032-12-22,3,250.0,0.03302
VIVO,50409146447,48422023|41662008,689110448,Rua Euclides da Cunha,,SP,3532868,5M00G7W,LTE|WCDMA,1862.5|1867.5|890.75|874.5,1767.5|1772.5|845.75|829.5,300|330|350,Greenfield|Rooftop,não,002000703518,17.5|14.5|14.7,25|28,60.17|65|75.66,9|8|7,28|27,083071803257|010641001882|044961602519,40|63.5,-20.762444,-50.342194,2023-09-20,2007-05-04,2032-12-22,4,300.0,0.03302
