NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,97432014|59072012|48422023|155832022|48412023,1002052820,Rua Francisco Stranieli,AO LADO DO 169 LOTE 13 QUADRA F,SP,3532009,10M0G7W|20M0G7W|5M00G7W,LTE|WCDMA,788|2680|1867.5|1862.5|874.5|2160,733|2560|1772.5|1767.5|829.5|1970,35,,,034641103518,13.88|15|15.5,25|28,65|60|67|63,4,40,057731705894|056351705894|007591301882|000081201882|008041101882,40,-22.867819,-46.793089,2023-11-22,2015-11-09,2029-12-08|2027-10-18|2032-12-22|2028-11-29|2038-04-30,20240503,1,35.0,0.7362949999999999
VIVO,50409146447,97432014|59072012|48422023|48412023|155832022,1002052820,Rua Francisco Stranieli,AO LADO DO 169 LOTE 13 QUADRA F,SP,3532009,10M0G7W|20M0G7W|5M00G7W,LTE|WCDMA,788|2680|1867.5|1862.5|2160|874.5,733|2560|1772.5|1767.5|1970|829.5,140,,,034641103518,13.88|15|15.5,25|28,65|60|67|63,4,40,057731705894|056351705894|007591301882|008041101882|000081201882,40,-22.867819,-46.793089,2023-11-22,2015-11-09,2029-12-08|2027-10-18|2032-12-22|2038-04-30|2028-11-29,20240503,2,140.0,0.7362949999999999
VIVO,50409146447,97432014|59072012|48422023|48412023|155832022,1002052820,Rua Francisco Stranieli,AO LADO DO 169 LOTE 13 QUADRA F,SP,3532009,10M0G7W|20M0G7W|5M00G7W,LTE|WCDMA,788|2680|1867.5|1862.5|2160|874.5,733|2560|1772.5|1767.5|1970|829.5,250,,,034641103518,13.88|15|15.5,25|28,65|60|67|63,4,40,057731705894|056351705894|007591301882|008041101882|000081201882,40,-22.867819,-46.793089,2023-11-22,2015-11-09,2029-12-08|2027-10-18|2032-12-22|2038-04-30|2028-11-29,20240503,3,250.0,0.7362949999999999
VIVO,50409146447,97432014|59072012,1013286615,RUA ARAUJO CAMPOS,,SP,3532009,10M0G7W|20M0G7W,LTE,788|2680,733|2560,360,,,129052003519,13.36|13.34,25,79.01|65.71,2,39,057731705894|055131805894,80|40,-22.881111,-46.7935,2022-07-15,2022-07-15,2029-12-08|2027-10-18,20240503,0,360.0,0.5648500000000001
VIVO,50409146447,97432014|59072012,1013286615,RUA ARAUJO CAMPOS,,SP,3532009,10M0G7W|20M0G7W,LTE,788|2680,733|2560,120,,,129052003519,13.36|13.34,25,79.01|65.71,2,39,057731705894|055131805894,80|40,-22.881111,-46.7935,2022-07-15,2022-07-15,2029-12-08|2027-10-18,20240503,2,120.0,0.5648500000000001
VIVO,50409146447,97432014|59072012,1013286615,RUA ARAUJO CAMPOS,,SP,3532009,10M0G7W|20M0G7W,LTE,788|2680,733|2560,220,,,129052003519,13.36|13.34,25,79.01|65.71,2,39,057731705894|055131805894,80|40,-22.881111,-46.7935,2022-07-15,2022-07-15,2029-12-08|2027-10-18,20240503,3,220.0,0.5648500000000001
VIVO,50409146447,105802021|155832022|97432014|48422023|48412023|59072012,379962942,RUA PEDRO MIGUEL,AO LADO DA ENTRADA DO PARQUE ECOLÓGICO,SP,3532009,40M0G7W|5M00G7W|10M0G7W|20M0G7W|200KG7W,NR|WCDMA|LTE|GSM,2370|874.5|788|1862.5|2160|2680|1867.5|890.75,2370|829.5|733|1767.5|1970|2560|1772.5|845.75,10|20|40,Greenfield,não,102722102519|002000703518|056001603518|005200301293,12.2|14.7|13.5|16.7|17.2|17.5|16.5,25|30|26,65.5|75.66|63|64|60|57|65,0|2|1|5,56|59|54,102722102519|008041101882|057731705894|007591301882|080951805894|045621602519|008851101882,40|17|34.1,-22.882222,-46.804444,2024-01-30,1999-12-10,2041-12-08|2028-11-29|2029-12-08|2032-12-22|2038-04-29|2027-10-18,20240503,1,20.0,0.5648500000000001
VIVO,50409146447,105802021|155832022|97432014|48422023|48412023|59072012,379962942,RUA PEDRO MIGUEL,AO LADO DA ENTRADA DO PARQUE ECOLÓGICO,SP,3532009,40M0G7W|5M00G7W|10M0G7W|20M0G7W|200KG7W,NR|WCDMA|LTE|GSM,2370|874.5|788|1862.5|2160|2680|1867.5|890.75,2370|829.5|733|1767.5|1970|2560|1772.5|845.75,100|120|140,Greenfield,não,102722102519|002000703518|056001603518|005200301293,12.2|14.7|13.5|16.7|17.2|17.5|16.5,25|30|26,65.5|75.66|63|64|60|57|65,0|2|5,56|59|54,102722102519|016571601882|057731705894|007591301882|080951805894|045621602519|008851101882,40|17,-22.882222,-46.804444,2024-01-30,1999-12-10,2041-12-08|2028-11-29|2029-12-08|2032-12-22|2038-04-29|2027-10-18,20240503,2,120.0,0.5648500000000001
VIVO,50409146447,97432014|48422023|48412023|59072012|105802021|155832022,379962942,RUA PEDRO MIGUEL,AO LADO DA ENTRADA DO PARQUE ECOLÓGICO,SP,3532009,10M0G7W|5M00G7W|20M0G7W|40M0G7W,LTE|NR|WCDMA,788|1862.5|2160|2680|1867.5|2370|874.5,733|1767.5|1970|2560|1772.5|2370|829.5,260,Greenfield,não,056001603518|102722102519|002000703518,13.5|16.7|17.2|17.5|12.2|14.7,25|30,63|64|60|57|65.5|75.66,2|1|0,54|56|59,057731705894|007591301882|080951805894|045621602519|102722102519|039721705894,40,-22.882222,-46.804444,2024-01-30,1999-12-10,2029-12-08|2032-12-22|2038-04-29|2027-10-18|2041-12-08|2028-11-29,20240503,3,260.0,0.5648500000000001
VIVO,50409146447,155832022,379962942,RUA PEDRO MIGUEL,AO LADO DA ENTRADA DO PARQUE ECOLÓGICO,SP,3532009,200KG7W,GSM,890.75|874.5,845.75|829.5,270,,,005200301293,16.5,26,65,5,59,008851101882,17|34.1,-22.882222,-46.804444,2024-01-30,1999-12-10,2028-11-29,20240503,4,270.0,0.5648500000000001
VIVO,50409146447,97432014|48412023|155832022,699600766,ESTRADA MUNICIPAL DO FEITAL,SÍTIO SANTO ANTÔNIO,SP,3532009,10M0G7W|5M00G7W,LTE|WCDMA,788|2160|874.5,733|1970|829.5,140,,,056001603518|034641103518,14.5|15,25,68|65|66,2|8,58|59,057731705894|008041101882|000081201882,40,-22.890564,-46.778147,2023-12-28,2014-03-31,2029-12-08|2038-04-30|2028-11-29,20240503,2,140.0,0.9457300000000001
VIVO,50409146447,97432014|48412023|155832022,699600766,ESTRADA MUNICIPAL DO FEITAL,SÍTIO SANTO ANTÔNIO,SP,3532009,10M0G7W|5M00G7W,LTE|WCDMA,788|2160|874.5,733|1970|829.5,240,,,056001603518,14.5|16|15,25,68|67|66,2,58,057731705894|008041101882|000081201882,40,-22.890564,-46.778147,2023-12-28,2014-03-31,2029-12-08|2038-04-30|2028-11-29,20240503,3,240.0,0.9457300000000001
