NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023,1006387355,Rua Dirceu Gomes Dos Santos 228 Centro,-,SP,3506201,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,80,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,19.5,031191601350|027191702519,40,-21.27114,-50.814,2024-03-29,2018-04-20,2029-12-08|2038-04-30,20240503,1,80.0,inf
TIM,50010613854,97812014|48352023,1006387355,Rua Dirceu Gomes Dos Santos 228 Centro,-,SP,3506201,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,180,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,19.5,031191601350|027191702519,40,-21.27114,-50.814,2024-03-29,2018-04-20,2029-12-08|2038-04-30,20240503,3,180.0,inf
TIM,50010613854,97812014|48352023,1006387355,Rua Dirceu Gomes Dos Santos 228 Centro,-,SP,3506201,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,300,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,19.5,031191601350|027191702519,40,-21.27114,-50.814,2024-03-29,2018-04-20,2029-12-08|2038-04-30,20240503,4,300.0,inf
