NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,97432014|48422023|59072012|155832022|48412023,396832121,RUA ADINAEL MOREIRA,"PRAÇA CAPITÃO ANTÔNIO HORÁCIO DO NASCIMENTO, 188",SP,3552601,10M0G7W|5M00G7W|20M0G7W|200KG7W,LTE|WCDMA|GSM,788|1867.5|2680|1862.5|874.5|2160|890.75,733|1772.5|2560|1767.5|829.5|1970|845.75,100|110,Greenfield,não|sim,056001603518|002000703518|007690501705,13.5|16.7|17.5|14.7|17.6,25|30,63|64|57|75.66|60.17|81.69,0|3,52|55,048811903257|083071803257|058221803257|000081201882|008041101882|000910502519,40|32.5,-20.96315,-49.031142,2023-12-13,1999-12-10,2029-12-08|2032-12-22|2027-10-18|2028-11-29|2038-04-30,20240103,2,100.0,inf
VIVO,50409146447,97432014|48422023|59072012|155832022|48412023,396832121,RUA ADINAEL MOREIRA,"PRAÇA CAPITÃO ANTÔNIO HORÁCIO DO NASCIMENTO, 188",SP,3552601,10M0G7W|5M00G7W|20M0G7W|200KG7W,LTE|WCDMA|GSM,788|1867.5|2680|1862.5|874.5|2160|890.75,733|1772.5|2560|1767.5|829.5|1970|845.75,200|230,Greenfield,não|sim,056001603518|002000703518|007690501705,13.5|16.7|17.5|14.7|17.6,25|30,63|64|57|75.66|60.17|81.69,0|3,52|55,048811903257|083071803257|058221803257|000081201882|008041101882|000910502519,40|32.5,-20.96315,-49.031142,2023-12-13,1999-12-10,2029-12-08|2032-12-22|2027-10-18|2028-11-29|2038-04-30,20240103,3,200.0,inf
VIVO,50409146447,97432014|48422023|59072012|155832022|48412023,396832121,RUA ADINAEL MOREIRA,"PRAÇA CAPITÃO ANTÔNIO HORÁCIO DO NASCIMENTO, 188",SP,3552601,10M0G7W|5M00G7W|20M0G7W|200KG7W,LTE|GSM|WCDMA,788|1867.5|2680|1862.5|874.5|890.75|2160,733|1772.5|2560|1767.5|829.5|845.75|1970,340|350,Greenfield,não|sim,056001603518|007690501705|002000703518,13.5|16.7|17.5|17.6|14.7,25|30,63|64|57|81.69|75.66|60.17,0|3,52|55,048811903257|083071803257|058221803257|000910502519|000081201882|008041101882,40|32.5,-20.96315,-49.031142,2023-12-13,1999-12-10,2029-12-08|2032-12-22|2027-10-18|2028-11-29|2038-04-30,20240103,4,345.0,inf
