NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014,686138660,"VIA DE ACESSO CONCEIÇÃO ASSUMPÇÃO VIEIRA, LOTE 703 QUADRA 54, CHÁCARA FLORA",,SP,3506409,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,40,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,0.0,50.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-21.40056,-50.47944,2019-06-05,2005-03-15,2028-03-31|2029-12-08,20240503,1,40.0,inf
CLARO,50409105090,46622011|97692014,686138660,"VIA DE ACESSO CONCEIÇÃO ASSUMPÇÃO VIEIRA, LOTE 703 QUADRA 54, CHÁCARA FLORA",,SP,3506409,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,130,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,0.0,50.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-21.40056,-50.47944,2019-06-05,2005-03-15,2028-03-31|2029-12-08,20240503,2,130.0,inf
CLARO,50409105090,46622011|97692014,686138660,"VIA DE ACESSO CONCEIÇÃO ASSUMPÇÃO VIEIRA, LOTE 703 QUADRA 54, CHÁCARA FLORA",,SP,3506409,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,240,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,0.0,50.0,012111805894|057731705894|039721705894|010641001882,20.0|40.0|80.0|63.5,-21.40056,-50.47944,2019-06-05,2005-03-15,2028-03-31|2029-12-08,20240503,3,240.0,inf
