NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|97812014|48352023|69272020,690023430,RUA JOÃO EUGÊNIO,0,SP,3515194,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|778|1812.5|1822.5|1830|2130,911.25|723|1717.5|1727.5|1735|1940,30,Greenfield,sim,056001603518,11.96|16.15,25,74|65,0,53,000790401592|031191601350|007591301882|008041101882,20|40,-22.69875,-49.434444,2023-07-06,2008-02-06,2038-04-30|2023-04-30,20240503,1,30.0,inf
TIM,50010613854,47102015|97812014|48352023|69272020,690023430,RUA JOÃO EUGÊNIO,0,SP,3515194,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|778|1812.5|1822.5|1830|2130,911.25|723|1717.5|1727.5|1735|1940,210,Greenfield,sim,056001603518,11.96|16.15,25,74|65,0,53,000790401592|031191601350|007591301882|008041101882,20|40,-22.69875,-49.434444,2023-07-06,2008-02-06,2038-04-30|2023-04-30,20240503,3,210.0,inf
