NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|29332016|59592012|97692014|48372023|34672011,690541210,R ANTONIO GOMES DE CASTRO,,SP,3535903,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2625|2640|798|2117.5|2140|885,1780|2505|2520|743|1927.5|1950|840,50,Greenfield,não,056001603518,14.3|14.5|13|14.7|14,25|23,65|59|67|53|62,0,41.5,040952002519|056351705894|057731705894|039721705894,60|40|80,-20.10269,-50.58667,2023-06-21,2008-07-31,2028-03-31,20240503,1,50.0,inf
CLARO,50409105090,46622011|29332016|59592012|97692014|48372023|34672011,690541210,R ANTONIO GOMES DE CASTRO,,SP,3535903,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2625|2640|798|2117.5|2140|885,1780|2505|2520|743|1927.5|1950|840,130,Greenfield,não,056001603518,14.3|14.5|13|14.7|14,25|23,65|59|67|53|62,0,41.5,040952002519|056351705894|057731705894|039721705894,60|40|80,-20.10269,-50.58667,2023-06-21,2008-07-31,2028-03-31,20240503,2,130.0,inf
CLARO,50409105090,46622011|29332016|59592012|97692014|48372023|34672011,690541210,R ANTONIO GOMES DE CASTRO,,SP,3535903,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2625|2640|798|2117.5|2140|885,1780|2505|2520|743|1927.5|1950|840,220,Greenfield,não,056001603518,14.3|14.5|13|14.7|14,25|23,65|59|67|53|62,4,41.5,040952002519|056351705894|057731705894|039721705894,60|40|80,-20.10269,-50.58667,2023-06-21,2008-07-31,2028-03-31,20240503,3,220.0,inf
