NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014,690235801,Rua João Correa 161,-,SP,3536109,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,90,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,50,000790401592|000130401592|031191601350|007591301882|008041101882,20|40,-23.08064,-48.37514,2024-04-09,2008-04-08,2031-03-11|2038-04-30|2029-12-08,20240503,2,90.0,inf
TIM,50010613854,47102015|48352023|97812014,690235801,Rua João Correa 161,-,SP,3536109,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,290,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,50,000790401592|000130401592|031191601350|007591301882|008041101882,20|40,-23.08064,-48.37514,2024-04-09,2008-04-08,2031-03-11|2038-04-30|2029-12-08,20240503,4,290.0,inf
