NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014|69272020,684039966,RUA ARISTIDES RIZZI,0,SP,3514601,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,80,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,60,000790401592|000780401350|032121203903|031191601350|008041101882,20|40,-21.229639,-47.971639,2023-07-06,2003-11-20,2038-04-30|2023-04-30,20240503,1,80.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,684039966,RUA ARISTIDES RIZZI,0,SP,3514601,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,230,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,60,000790401592|000780401350|032121203903|031191601350|008041101882,20|40,-21.229639,-47.971639,2023-07-06,2003-11-20,2038-04-30|2023-04-30,20240503,3,230.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,684039966,RUA ARISTIDES RIZZI,0,SP,3514601,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,330,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,60,000790401592|000780401350|032121203903|031191601350|008041101882,20|40,-21.229639,-47.971639,2023-07-06,2003-11-20,2038-04-30|2023-04-30,20240503,4,330.0,inf
