NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,48422023|166262022|48412023|41662008,687528712,RUA FREDERICO RAIA,,SP,3551306,5M00G7W|10M0G7W,LTE|WCDMA,1862.5|1867.5|1855|2160|2167.5|874.5,1767.5|1772.5|1760|1970|1977.5|829.5,120|140,Greenfield,sim,024731703257|027820904280,14.9|15.3|15.8,25|28,63|62|71,2|0,42|36,083071803257|000081201882,40,-20.656194,-49.920944,2023-08-10,2005-10-05,2023-08-05,2,120.0,inf
VIVO,50409146447,41662008|48422023|166262022|48412023,687528712,RUA FREDERICO RAIA,,SP,3551306,5M00G7W|10M0G7W,WCDMA|LTE,874.5|1862.5|1867.5|1855|2160|2167.5,829.5|1767.5|1772.5|1760|1970|1977.5,220|225,Greenfield,sim,027820904280|024731703257,15.8|14.9|15.3,28|25,71|63|62,0,36|42,000081201882|083071803257,40,-20.656194,-49.920944,2023-08-10,2005-10-05,2023-08-05,3,225.0,inf
VIVO,50409146447,48422023|166262022|48412023|41662008,687528712,RUA FREDERICO RAIA,,SP,3551306,5M00G7W|10M0G7W,LTE|WCDMA,1862.5|1867.5|1855|2160|2167.5|874.5,1767.5|1772.5|1760|1970|1977.5|829.5,350,Greenfield,sim,024731703257|027820904280,14.9|15.3|15.8,25|28,63|62|71,4|0,42|36,083071803257|000081201882,40,-20.656194,-49.920944,2023-08-10,2005-10-05,2023-08-05,4,350.0,inf
