NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011,686137795,"RODOVIA BR 153, KM 319,3, CENTRO",,SP,3543204,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|890,952.5|1870|880,0,Greenfield,não,009371303519|012720905344,14.89|17.08|13.52,30.0|20.0,65.28|72.66|68.0,2.0,80.0,037621705894|006091702519|039721705894,19.95|79.43|80.0,-22.75694,-49.88889,2014-07-18,2005-03-15,2028-03-31,20240503,1,0.0,2.75382
CLARO,50409105090,46622011,686137795,"RODOVIA BR 153, KM 319,3, CENTRO",,SP,3543204,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|890,952.5|1870|880,180|240,Greenfield,não,009371303519|012720905344,14.89|17.08|13.52,30.0|20.0,65.28|72.66|68.0,2.0,80.0|74.0,037621705894|006091702519|039721705894,19.95|79.43|80.0,-22.75694,-49.88889,2014-07-18,2005-03-15,2028-03-31,20240503,3,180.0,2.75382
CLARO,50409105090,46622011|59592012|97692014|34672011|48372023,690534361,R 7 DE MARÇO,,SP,3543204,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2640|798|2140|2117.5|885,1780|2520|743|1950|1927.5|840,100,Greenfield,,027331703519|009371303519,16.16|17.05|14.1|17.08|14.89,27|28|25|30,66.76|65.49|66.56|72.66|65.28,3|4,52.3|46.2,006091702519|043341501882|057731705894|027191702519|008881101882|039721705894,79.43|40|80|60|72.44,-22.7864,-49.9321,2023-06-21,2008-07-31,2028-03-31,20240503,2,100.0,2.75382
CLARO,50409105090,46622011|59592012|97692014|34672011|48372023,690534361,R 7 DE MARÇO,,SP,3543204,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2640|798|2140|2117.5|885,1780|2520|743|1950|1927.5|840,260,Greenfield,,027331703519|009371303519,16.16|17.05|14.1|17.08|14.89,27|28|25|30,66.76|65.49|66.56|72.66|65.28,3|4,52.3|46.2,006091702519|043341501882|057731705894|027191702519|008881101882|039721705894,79.43|40|80|60|72.44,-22.7864,-49.9321,2023-06-21,2008-07-31,2028-03-31,20240503,3,260.0,2.75382
CLARO,50409105090,46622011|59592012|97692014|34672011|48372023,690534361,R 7 DE MARÇO,,SP,3543204,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|2640|798|2140|2117.5|885,1780|2520|743|1950|1927.5|840,340,Greenfield,,027331703519|009371303519,16.16|17.05|14.1|17.08|14.89,27|28|25|30,66.76|65.49|66.56|72.66|65.28,1|4,52.3|46.2,006091702519|043341501882|057731705894|027191702519|008881101882|039721705894,79.43|40|80|60|72.44,-22.7864,-49.9321,2023-06-21,2008-07-31,2028-03-31,20240503,4,340.0,2.75382
