NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023|69272020,1006017612,RUA BUENOPOLIS,0,SP,3522000,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,80,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,25,018591601350|027191702519,40,-21.982389,-48.804861,2023-08-30,2018-03-26,2029-12-08|2023-04-30,20240503,1,80.0,inf
TIM,50010613854,97812014|48352023|69272020,1006017612,RUA BUENOPOLIS,0,SP,3522000,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,160,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,25,018591601350|027191702519,40,-21.982389,-48.804861,2023-08-30,2018-03-26,2029-12-08|2023-04-30,20240503,2,160.0,inf
TIM,50010613854,97812014|48352023|69272020,1006017612,RUA BUENOPOLIS,0,SP,3522000,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,320,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,24.5,018591601350|027191702519,40,-21.982389,-48.804861,2023-08-30,2018-03-26,2029-12-08|2023-04-30,20240503,4,320.0,inf
