NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|29272013|97812014|16992008,684621410,RUA JOAO FAZOLI 0,,SP,3556008,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|1820|1825|1832.5|783|2155,955|1805|1820|1827.5|773|2145,50,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,60,016081103903|003531103903|031191601350|008041101882,60|40|80,-21.20806,-49.28833,2019-12-02,2004-07-01,2031-03-11|2023-04-30|2029-12-08,20240503,1,50.0,inf
TIM,50010613854,47102015|29272013|97812014|16992008,684621410,RUA JOAO FAZOLI 0,,SP,3556008,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|1820|1825|1832.5|783|2155,955|1805|1820|1827.5|773|2145,230,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,60,016081103903|003531103903|031191601350|008041101882,60|40|80,-21.20806,-49.28833,2019-12-02,2004-07-01,2031-03-11|2023-04-30|2029-12-08,20240503,3,230.0,inf
TIM,50010613854,47102015|29272013|97812014|16992008,684621410,RUA JOAO FAZOLI 0,,SP,3556008,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|1820|1825|1832.5|783|2155,955|1805|1820|1827.5|773|2145,320,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,60,016081103903|003531103903|031191601350|008041101882,60|40|80,-21.20806,-49.28833,2019-12-02,2004-07-01,2031-03-11|2023-04-30|2029-12-08,20240503,4,320.0,inf
