NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,29272013|47102015|16992008,683533630,"ROD. BRIG. FARIA LIMA,S/N,RURAL",,SP,3512001,200KG7W|5M00G7W,GSM|LTE|WCDMA,1830|1832.5|1825|1822.5|1820|2135,1827.5|1830|1822.5|1820|1805|2125,160,Greenfield,sim,020150101293|011021100324,18.0|16.4,30.0,67.00|74.66,7.00,54.0,007591301882|005851101882,60.000|60|61.200,-20.67417,-48.54667,2017-02-02,2003-09-09,2023-04-30|2031-03-11,20240503,2,160.0,2.3888249999999998
TIM,50010613854,47102015|29272013|16992008,683533630,"ROD. BRIG. FARIA LIMA,S/N,RURAL",,SP,3512001,200KG7W|5M00G7W,GSM|LTE|WCDMA,1822.5|1825|1820|1832.5|1830|2135,1820|1822.5|1805|1830|1827.5|2125,340,Greenfield,sim,020150101293|011021100324,18.0|16.4,30.0,67.00|74.66,7.00,54.0,007591301882|005851101882,60|60.000|61.200,-20.67417,-48.54667,2017-02-02,2003-09-09,2031-03-11|2023-04-30,20240503,4,340.0,2.3888249999999998
TIM,50010613854,47102015|48352023|97812014|69272020,684793725,AVENIDA CEL. JOSE VENANCIA,0,SP,3512001,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,30,Rooftop,não,056001603518,11.96|16.15,25,74|65,0,4.5,016081103903|007591301882|031191601350|008041101882,20|40,-20.717222,-48.543528,2023-07-06,2004-09-21,2038-04-30|2023-04-30,20240503,1,30.0,2.3888249999999998
TIM,50010613854,47102015|48352023|97812014|69272020,684793725,AVENIDA CEL. JOSE VENANCIA,0,SP,3512001,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,130,Rooftop,não,056001603518,11.96|16.15,25,74|65,0,4.5,016081103903|007591301882|031191601350|008041101882,20|40,-20.717222,-48.543528,2023-07-06,2004-09-21,2038-04-30|2023-04-30,20240503,2,130.0,2.3888249999999998
TIM,50010613854,47102015|48352023|97812014|69272020,684793725,AVENIDA CEL. JOSE VENANCIA,0,SP,3512001,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,220,Rooftop,não,056001603518,11.96|16.15,25,74|65,0,4.5,016081103903|007591301882|031191601350|008041101882,20|40,-20.717222,-48.543528,2023-07-06,2004-09-21,2038-04-30|2023-04-30,20240503,3,220.0,2.3888249999999998
