NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,48422023,689074425,Rua Sebastião Moreira da Rocha,,SP,3539707,5M00G7W,LTE,1862.5,1767.5,40,Greenfield,sim,024731703257,14.9,25,63,1,54,083071803257,40,-22.633333,-50.204444,2023-07-29,2007-03-19,2023-08-05,1,40.0,inf
VIVO,50409146447,48422023,689074425,Rua Sebastião Moreira da Rocha,,SP,3539707,5M00G7W,LTE,1862.5,1767.5,110,Greenfield,sim,024731703257,14.9,25,63,1,54,083071803257,40,-22.633333,-50.204444,2023-07-29,2007-03-19,2023-08-05,2,110.0,inf
VIVO,50409146447,48422023,689074425,Rua Sebastião Moreira da Rocha,,SP,3539707,5M00G7W,LTE,1862.5,1767.5,220,Greenfield,sim,024731703257,14.9,25,63,2,54,083071803257,40,-22.633333,-50.204444,2023-07-29,2007-03-19,2023-08-05,3,220.0,inf
