NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023,700051783,Rua Emerentino Rodrigues Da Silveira 70,-,SP,3522158,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,60,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,29.6,031191601350|027191702519,40,-24.64186,-48.83906,2024-03-29,2018-03-29,2029-12-08|2038-04-30,20240503,1,60.0,inf
TIM,50010613854,97812014|48352023,700051783,Rua Emerentino Rodrigues Da Silveira 70,-,SP,3522158,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,140,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,29.6,031191601350|027191702519,40,-24.64186,-48.83906,2024-03-29,2018-03-29,2029-12-08|2038-04-30,20240503,2,140.0,inf
TIM,50010613854,97812014|48352023,700051783,Rua Emerentino Rodrigues Da Silveira 70,-,SP,3522158,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,300,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,29.6,031191601350|027191702519,40,-24.64186,-48.83906,2024-03-29,2018-03-29,2029-12-08|2038-04-30,20240503,4,300.0,inf
