NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|97812014|29272013|16992008,684047144,RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS 0 KM 511 800,,SP,3519006,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|783|1820|1825|1832.5|2135,955|773|1805|1820|1827.5|2125,60,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,61,000790401592|031191601350|007591301882|008041101882,40|60|80,-22.00306,-50.39361,2019-12-02,2003-11-20,2031-03-11|2029-12-08|2023-04-30,20240503,1,60.0,inf
TIM,50010613854,47102015|97812014|29272013|16992008,684047144,RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS 0 KM 511 800,,SP,3519006,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|783|1820|1825|1832.5|2135,955|773|1805|1820|1827.5|2125,155,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,61,000790401592|031191601350|007591301882|008041101882,40|60|80,-22.00306,-50.39361,2019-12-02,2003-11-20,2031-03-11|2029-12-08|2023-04-30,20240503,2,155.0,inf
TIM,50010613854,47102015|97812014|29272013|16992008,684047144,RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS 0 KM 511 800,,SP,3519006,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,957.5|783|1820|1825|1832.5|2135,955|773|1805|1820|1827.5|2125,320,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,61,000790401592|031191601350|007591301882|008041101882,40|60|80,-22.00306,-50.39361,2019-12-02,2003-11-20,2031-03-11|2029-12-08|2023-04-30,20240503,4,320.0,inf
