NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,155832022|97432014|166262022|48422023|48412023,683107984,RUA SENADOR RODRIGO LEITE,,SP,3503158,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,874.5|890.75|788|1855|1862.5|1867.5|2160,829.5|845.75|733|1760|1767.5|1772.5|1970,100,Greenfield,sim,024731703257|034641103518,15.8|15.5|14.9|15,24|25|28,61.3|63.3|63|65,0,48|50,000081201882|048811903257|083071803257|027191702519,40,-22.673756,-44.447742,2023-12-18,2003-10-09,2028-11-29|2029-12-08|2032-12-22|2038-04-30,20240103,2,100.0,inf
VIVO,50409146447,155832022|97432014|166262022|48422023|48412023,683107984,RUA SENADOR RODRIGO LEITE,,SP,3503158,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,874.5|890.75|788|1855|1862.5|1867.5|2160,829.5|845.75|733|1760|1767.5|1772.5|1970,220,Greenfield,sim,024731703257|034641103518,15.8|15.5|14.9|15,24|25|28,61.3|63.3|63|65,0,48|50,000081201882|048811903257|083071803257|027191702519,40,-22.673756,-44.447742,2023-12-18,2003-10-09,2028-11-29|2029-12-08|2032-12-22|2038-04-30,20240103,3,220.0,inf
VIVO,50409146447,155832022|97432014|166262022|48422023|48412023,683107984,RUA SENADOR RODRIGO LEITE,,SP,3503158,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,874.5|890.75|788|1855|1862.5|1867.5|2160,829.5|845.75|733|1760|1767.5|1772.5|1970,350,Greenfield,sim,024731703257|034641103518,15.8|15.5|14.9|15,24|25|28,61.3|63.3|63|65,0,48|50,000081201882|048811903257|083071803257|027191702519,40,-22.673756,-44.447742,2023-12-18,2003-10-09,2028-11-29|2029-12-08|2032-12-22|2038-04-30,20240103,4,350.0,inf
