NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014,674600126,ROD MARECHAL RONDON,KM 368,SP,3504305,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|885,1780|743|840,305,Greenfield,não,056001603518,14.3|13|14,25|23,65|67|62,0,61,006091702519|057731705894|008881101882|010641001882,79.43|80|72.44|63.5,-22.1646,-49.2398,2022-07-19,2002-06-13,2028-03-31|2029-12-08,20240503,4,305.0,4.979055000000001
CLARO,50409105090,46622011|97692014,687250994,"AV MANOEL RODRIGUES, S/N, CHÁCARA AVAÍ",,SP,3504305,200KG7W|10M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,40,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,1.0|0.0,60.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-22.15833,-49.33611,2019-04-30,2005-07-12,2028-03-31|2029-12-08,20240503,1,40.0,4.979055000000001
CLARO,50409105090,46622011|97692014,687250994,"AV MANOEL RODRIGUES, S/N, CHÁCARA AVAÍ",,SP,3504305,200KG7W|10M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,100,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,1.0|0.0,60.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-22.15833,-49.33611,2019-04-30,2005-07-12,2028-03-31|2029-12-08,20240503,2,100.0,4.979055000000001
CLARO,50409105090,46622011|97692014,687250994,"AV MANOEL RODRIGUES, S/N, CHÁCARA AVAÍ",,SP,3504305,200KG7W|10M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,230,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,1.0|0.0,60.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-22.15833,-49.33611,2019-04-30,2005-07-12,2028-03-31|2029-12-08,20240503,3,230.0,4.979055000000001
