NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,48352023,1014050526,"Estrada Municipal, S/N (Sítio São José) - Sítio São José",,SP,3554706,5M00G7W,WCDMA,2130,1940,60,,,026960904280,16.5,30,65,0,49,008041101882,80,-22.4178,-48.177228,2023-08-28,2022-07-26,2029-12-08,20240503,1,60.0,1.27409
TIM,50010613854,48352023,1014050526,"Estrada Municipal, S/N (Sítio São José) - Sítio São José",,SP,3554706,5M00G7W,WCDMA,2130,1940,160,,,026960904280,16.5,30,65,0,49,008041101882,80,-22.4178,-48.177228,2023-08-28,2022-07-26,2029-12-08,20240503,2,160.0,1.27409
TIM,50010613854,48352023,1014050526,"Estrada Municipal, S/N (Sítio São José) - Sítio São José",,SP,3554706,5M00G7W,WCDMA,2130,1940,220,,,026960904280,16.5,30,65,0,49,008041101882,80,-22.4178,-48.177228,2023-08-28,2022-07-26,2029-12-08,20240503,3,220.0,1.27409
TIM,50010613854,59632012|47102015|53342019|1422016|97812014|48352023,1014050534,"Estrada Municipal, S/N (Sítio São José) - Sítio São José",,SP,3554706,10M0G7W|5M00G7W,LTE|WCDMA,2655|1812.5|788|2680|778|2130,2535|1717.5|733|2560|723|1940,60,,,056001603518|026960904280,17.7|17|14.5|16.5,28|26|24|30,58|65|62,0,56|49,058221803257|083071803257|048811903257|008041101882,80,-22.4178,-48.177228,2023-08-28,2022-07-26,2029-12-08,20240503,1,60.0,1.27409
TIM,50010613854,59632012|47102015|53342019|1422016|97812014|48352023,1014050534,"Estrada Municipal, S/N (Sítio São José) - Sítio São José",,SP,3554706,10M0G7W|5M00G7W,LTE|WCDMA,2655|1812.5|788|2680|778|2130,2535|1717.5|733|2560|723|1940,160,,,056001603518|026960904280,17.7|17|14.5|16.5,28|26|24|30,58|65|62,0,56|49,058221803257|083071803257|048811903257|008041101882,80,-22.4178,-48.177228,2023-08-28,2022-07-26,2029-12-08,20240503,2,160.0,1.27409
TIM,50010613854,59632012|47102015|53342019|1422016|97812014|48352023,1014050534,"Estrada Municipal, S/N (Sítio São José) - Sítio São José",,SP,3554706,10M0G7W|5M00G7W,LTE|WCDMA,2655|1812.5|788|2680|778|2130,2535|1717.5|733|2560|723|1940,220,,,056001603518|026960904280,17.7|17|14.5|16.5,28|26|24|30,58|65|62,0,56|49,058221803257|083071803257|048811903257|008041101882,80,-22.4178,-48.177228,2023-08-28,2022-07-26,2029-12-08,20240503,3,220.0,1.27409
TIM,50010613854,59632012|53342019|1422016|97812014,1014050623,"Chacara Boa Vista (Avenida Angelo Redondo , S/N) - Centro",-,SP,3554706,10M0G7W,LTE|WCDMA,2655|788|2680|778,2535|733|2560|723,30,,,056001603518,17.7|14.5,28|24,58|62,0,49,058221803257|048811903257,40,-22.439967,-48.167644,2024-04-02,2022-07-26,2027-10-18|2029-12-08,20240503,1,30.0,0.221795
TIM,50010613854,59632012|53342019|1422016|97812014,1014050623,"Chacara Boa Vista (Avenida Angelo Redondo , S/N) - Centro",-,SP,3554706,10M0G7W,LTE|WCDMA,2655|788|2680|778,2535|733|2560|723,180,,,056001603518,17.7|14.5,28|24,58|62,0,49,058221803257|048811903257,40,-22.439967,-48.167644,2024-04-02,2022-07-26,2027-10-18|2029-12-08,20240503,3,180.0,0.221795
TIM,50010613854,59632012|53342019|1422016|97812014,1014050623,"Chacara Boa Vista (Avenida Angelo Redondo , S/N) - Centro",-,SP,3554706,10M0G7W,LTE|WCDMA,2655|788|2680|778,2535|733|2560|723,300,,,056001603518,17.7|14.5,28|24,58|62,0,49,058221803257|048811903257,40,-22.439967,-48.167644,2024-04-02,2022-07-26,2027-10-18|2029-12-08,20240503,4,300.0,0.221795
TIM,50010613854,47102015|48352023,1015439800,RODOVIA DOUTOR AMÉRICO PIVA,"KM 12, ZONA RURAL",SP,3554706,10M0G7W|5M00G7W,LTE|NR,1812.5|1822.5|1830,1717.5|1727.5|1735,0,,,056001603518,16.15,25,65,-4,40,006091702519,40,-22.396472,-48.133472,2023-11-06,2023-11-06,2031-03-11,20240503,1,0.0,2.5434200000000002
