NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|47102015|48352023,1011922972,Rua Pioneiro Andre Seindger,Ao Lado Nº 150 - Lote 016 -Quadra 021,SP,3555000,10M0G7W|5M00G7W,LTE,778|1812.5|1822.5|1830,723|1717.5|1727.5|1735,0,,,056001603518,11.96|16.15,25,74|65,-2,18,057731705894|006091702519,40,-21.925933,-50.49043,2024-04-30,2021-05-06,2029-12-08|2031-03-11|2038-04-30,20240503,1,0.0,0.562705
TIM,50010613854,97812014|47102015|48352023,1011922972,Rua Pioneiro Andre Seindger,Ao Lado Nº 150 - Lote 016 -Quadra 021,SP,3555000,10M0G7W|5M00G7W,LTE,778|1812.5|1822.5|1830,723|1717.5|1727.5|1735,130,,,056001603518,11.96|16.15,25,74|65,-2,18,057731705894|006091702519,40,-21.925933,-50.49043,2024-04-30,2021-05-06,2029-12-08|2031-03-11|2038-04-30,20240503,2,130.0,0.562705
TIM,50010613854,97812014|47102015|48352023,1011922972,Rua Pioneiro Andre Seindger,Ao Lado Nº 150 - Lote 016 -Quadra 021,SP,3555000,10M0G7W|5M00G7W,LTE,778|1812.5|1822.5|1830,723|1717.5|1727.5|1735,240,,,056001603518,11.96|16.15,25,74|65,-4,18,057731705894|006091702519,40,-21.925933,-50.49043,2024-04-30,2021-05-06,2029-12-08|2031-03-11|2038-04-30,20240503,3,240.0,0.562705
TIM,50010613854,47102015,1015118329,"RUA NHAMBIQUARAS, 482 - Parque das Nações",,SP,3555000,200KG7W,GSM,1812.5,1717.5,0,,,038961403518,15.8,25,67,0,45,010641001882,20,-21.93,-50.526111,2023-07-31,2023-07-31,2031-03-11,20240503,1,0.0,0.40848
TIM,50010613854,47102015,1015118329,"RUA NHAMBIQUARAS, 482 - Parque das Nações",,SP,3555000,200KG7W,GSM,1812.5,1717.5,110,,,038961403518,15.8,25,67,0,45,010641001882,20,-21.93,-50.526111,2023-07-31,2023-07-31,2031-03-11,20240503,2,110.0,0.40848
TIM,50010613854,47102015,1015118329,"RUA NHAMBIQUARAS, 482 - Parque das Nações",,SP,3555000,200KG7W,GSM,1812.5,1717.5,240,,,038961403518,15.8,25,67,0,45,010641001882,20,-21.93,-50.526111,2023-07-31,2023-07-31,2031-03-11,20240503,3,240.0,0.40848
TIM,50010613854,47102015,1015118337,"RUA EUCLIDES DA CUNHA, SETOR 99 QUADRA 385 LOTE 5 - Jardim Itaipu",,SP,3555000,200KG7W,GSM,1812.5,1717.5,100,,,044181403519,14.8,31,68.43,0,50,010641001882,20,-21.934969,-50.495417,2023-07-31,2023-07-31,2031-03-11,20240503,2,100.0,0.562705
TIM,50010613854,47102015,1015118337,"RUA EUCLIDES DA CUNHA, SETOR 99 QUADRA 385 LOTE 5 - Jardim Itaipu",,SP,3555000,200KG7W,GSM,1812.5,1717.5,200,,,044181403519,14.8,31,68.43,0,50,010641001882,20,-21.934969,-50.495417,2023-07-31,2023-07-31,2031-03-11,20240503,3,200.0,0.562705
TIM,50010613854,47102015,1015118337,"RUA EUCLIDES DA CUNHA, SETOR 99 QUADRA 385 LOTE 5 - Jardim Itaipu",,SP,3555000,200KG7W,GSM,1812.5,1717.5,340,,,044181403519,14.8,31,68.43,0,50,010641001882,20,-21.934969,-50.495417,2023-07-31,2023-07-31,2031-03-11,20240503,4,340.0,0.562705
TIM,50010613854,47102015,1015118370,"RUA TUPINAMBARANAS, 925 - CENTRO",,SP,3555000,200KG7W,GSM,1812.5,1717.5,0,,,044181403519,14.8,31,68.43,0,59,007850801914,20,-21.94,-50.514167,2023-07-31,2023-07-31,2031-03-11,20240503,1,0.0,0.48587
