NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014,688219020,"R SAMUEL NOGUEIRA DE QUEIROZ, 756, ZONA RURAL",,SP,3531605,200KG7W|10M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,20,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,4.0,70.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-21.30139,-51.56389,2019-06-05,2006-05-03,2028-03-31|2029-12-08,20240503,1,20.0,inf
CLARO,50409105090,46622011|97692014,688219020,"R SAMUEL NOGUEIRA DE QUEIROZ, 756, ZONA RURAL",,SP,3531605,200KG7W|10M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,250,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,4.0,70.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-21.30139,-51.56389,2019-06-05,2006-05-03,2028-03-31|2029-12-08,20240503,3,250.0,inf
CLARO,50409105090,46622011|97692014,688219020,"R SAMUEL NOGUEIRA DE QUEIROZ, 756, ZONA RURAL",,SP,3531605,200KG7W|10M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,310,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,4.0,70.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-21.30139,-51.56389,2019-06-05,2006-05-03,2028-03-31|2029-12-08,20240503,4,310.0,inf
