NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014,689880278,Rua Dom Pedro Ii 276,-,SP,3516804,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,0,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,25,000790401592|032121203903|031191601350|008041101882,20|40,-20.79875,-50.18836,2024-03-29,2007-12-27,2031-03-11|2038-04-30|2029-12-08,20240503,1,0.0,inf
TIM,50010613854,47102015|48352023|97812014,689880278,Rua Dom Pedro Ii 276,-,SP,3516804,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,120,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,25,000790401592|032121203903|031191601350|008041101882,20|40,-20.79875,-50.18836,2024-03-29,2007-12-27,2031-03-11|2038-04-30|2029-12-08,20240503,2,120.0,inf
TIM,50010613854,47102015|48352023|97812014,689880278,Rua Dom Pedro Ii 276,-,SP,3516804,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,240,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,25,000790401592|032121203903|031191601350|008041101882,20|40,-20.79875,-50.18836,2024-03-29,2007-12-27,2031-03-11|2038-04-30|2029-12-08,20240503,3,240.0,inf
