NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,41662008|48422023|166262022|48412023,689037813,RUA THOMAZ DE MESQUITA,,SP,3550803,5M00G7W|10M0G7W,WCDMA|LTE,874.5|1862.5|1867.5|1855|2160|2167.5,829.5|1767.5|1772.5|1760|1970|1977.5,30|60,Greenfield,sim,002000703518|005152003257,14.7|17.2|17.3,25|26,75.66|69|68,4|2,40,000081201882|083071803257,40,-21.713056,-46.820278,2023-08-10,2007-03-07,2023-08-05,1,60.0,inf
VIVO,50409146447,48422023|166262022|48412023|41662008,689037813,RUA THOMAZ DE MESQUITA,,SP,3550803,5M00G7W|10M0G7W,LTE|WCDMA,1862.5|1867.5|1855|2160|2167.5|874.5,1767.5|1772.5|1760|1970|1977.5|829.5,100|160,Greenfield,sim,005152003257|002000703518,17.2|17.3|14.7,26|25,69|68|75.66,2|4,40,083071803257|000081201882,40,-21.713056,-46.820278,2023-08-10,2007-03-07,2023-08-05,2,100.0,inf
VIVO,50409146447,48422023|166262022|48412023|41662008,689037813,RUA THOMAZ DE MESQUITA,,SP,3550803,5M00G7W|10M0G7W,LTE|WCDMA,1862.5|1867.5|1855|2160|2167.5|874.5,1767.5|1772.5|1760|1970|1977.5|829.5,270|310,Greenfield,sim,005152003257|002000703518,17.2|17.3|14.7,26|25,69|68|75.66,2|4,40,083071803257|000081201882,40,-21.713056,-46.820278,2023-08-10,2007-03-07,2023-08-05,4,270.0,inf
