NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014,684938065,"AV DAS PRIMAVERAS, 157, VILA ÁGUAS CLARAS",,SP,3519105,200KG7W|10M0G7W|5M00G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,70,Greenfield,não,027331703519|007690501705,16.16|14.1|14.3,27.0|25.0|26.0,66.76|66.56|81.69,1.0,50.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-21.8925,-49.02222,2019-06-11,2004-12-09,2028-03-31|2029-12-08,20240503,1,70.0,inf
CLARO,50409105090,46622011|97692014,684938065,"AV DAS PRIMAVERAS, 157, VILA ÁGUAS CLARAS",,SP,3519105,200KG7W|10M0G7W|5M00D7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,190,Greenfield,não,027331703519|007690501705,16.16|14.1|14.3,27.0|25.0|26.0,66.76|66.56|81.69,1.0,50.0,012111805894|057731705894|039721705894|010641001882,20.0|40.0|80.0|63.5,-21.8925,-49.02222,2019-06-11,2004-12-09,2028-03-31|2029-12-08,20240503,3,190.0,inf
CLARO,50409105090,46622011|97692014,684938065,"AV DAS PRIMAVERAS, 157, VILA ÁGUAS CLARAS",,SP,3519105,200KG7W|10M0G7W|5M00D7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,310,Greenfield,não,027331703519|007690501705,16.16|14.1|14.3,27.0|25.0|26.0,66.76|66.56|81.69,1.0,50.0,012111805894|057731705894|039721705894|010641001882,20.0|40.0|80.0|63.5,-21.8925,-49.02222,2019-06-11,2004-12-09,2028-03-31|2029-12-08,20240503,4,310.0,inf
