NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
ALGAR,50418418969,97822014|48362023,1003685282,ROD DR ARTUR COSTACURTA,,SP,3525102,10M0G7W|5M00G9W,LTE|WCDMA,768|2130,713|1940,50,,,004521703257,13.8|17.2,22|27,66|63,4,50,048811903257|022451003257,60|78,-21.03141,-47.78873,2023-06-16,2017-01-05,2028-11-29,20240103,1,50.0,1.179485
ALGAR,50418418969,97822014|48362023,1003685282,ROD DR ARTUR COSTACURTA,,SP,3525102,10M0G7W|5M00G9W,LTE|WCDMA,768|2130,713|1940,140,,,004521703257,13.8|17.2,22|27,66|63,4,50,048811903257|022451003257,60|78,-21.03141,-47.78873,2023-06-16,2017-01-05,2028-11-29,20240103,2,140.0,1.179485
ALGAR,50418418969,97822014|48362023,1003685282,ROD DR ARTUR COSTACURTA,,SP,3525102,10M0G7W|5M00G9W,LTE|WCDMA,768|2130,713|1940,310,,,004521703257,13.8|17.2,22|27,66|63,2,50,048811903257|022451003257,60|78,-21.03141,-47.78873,2023-06-16,2017-01-05,2028-11-29,20240103,4,310.0,1.179485
ALGAR,04030023541,22212023,1012077133,ROD SP 330,"KM 327,6",SP,3525102,5M00G7W,WCDMA,874.5,829.5,70,,,004521703257,14.4,24,62,2,50,030851903257,79.43,-21.04415,-47.82772,2023-04-25,2021-07-05,2028-11-29,20240103,1,70.0,2.145615
ALGAR,04030023541,22212023,1012077133,ROD SP 330,"KM 327,6",SP,3525102,5M00G7W,WCDMA,874.5,829.5,160,,,004521703257,14.4,24,62,4,50,030851903257,79.43,-21.04415,-47.82772,2023-04-25,2021-07-05,2028-11-29,20240103,2,160.0,2.145615
ALGAR,04030023541,22212023,1012077133,ROD SP 330,"KM 327,6",SP,3525102,200KG7W,GSM,953.75,908.75,190,,,007290201293,17.5,25,65,0,50,002920501171,70.79,-21.04415,-47.82772,2023-04-25,2021-07-05,2028-11-29,20240103,3,190.0,2.145615
ALGAR,04030023541,22212023,1012077133,ROD SP 330,"KM 327,6",SP,3525102,5M00G7W,WCDMA,874.5,829.5,335,,,004521703257,14.4,24,62,3,50,030851903257,79.43,-21.04415,-47.82772,2023-04-25,2021-07-05,2028-11-29,20240103,4,335.0,2.145615
ALGAR,04030023541,22212023,1012109183,RUA SENADOR JOAQUIM MIGUEL,,SP,3525102,200KG7W|5M00G9W,GSM|WCDMA,1825|874.5|953.75,1730|829.5|908.75,90|170,,,004521703257|007290201293,17|14.4|17.5,26|24|25,65|62,3|0,50,002940501171|014560703257|002920501171,46.13|44.71|70.79,-21.02152,-47.76863,2023-04-25,2021-07-12,2028-11-29,20240103,2,90.0,1.179485
ALGAR,04030023541,22212023,1012109183,RUA SENADOR JOAQUIM MIGUEL,,SP,3525102,5M00G9W,WCDMA,874.5,829.5,200,,,004521703257,14.4,24,62,4,50,014560703257,44.71,-21.02152,-47.76863,2023-04-25,2021-07-12,2028-11-29,20240103,3,200.0,1.179485
ALGAR,04030023541,22212023,1012109183,RUA SENADOR JOAQUIM MIGUEL,,SP,3525102,5M00G9W|200KG7W,WCDMA|GSM,874.5|953.75,829.5|908.75,290|340,,,004521703257|007290201293,14.4|17.5,24|25,62|65,4|0,50,014560703257|002920501171,44.71|70.79,-21.02152,-47.76863,2023-04-25,2021-07-12,2028-11-29,20240103,4,315.0,1.179485
ALGAR,04030023541,30692021|77872023,1012111030,ROD DR ARTUR COSTACURTA,,SP,3525102,10M0G7W|5M00G9W,LTE|WCDMA,768|2130,713|1940,50,,,004521703257,13.8|17.2,22|27,66|60,4,50,048811903257|022451003257,60|78,-21.03141,-47.78873,2023-07-07,2021-07-12,2028-11-29,20240103,1,50.0,1.179485
ALGAR,04030023541,30692021|77872023,1012111030,ROD DR ARTUR COSTACURTA,,SP,3525102,10M0G7W|5M00G9W,LTE|WCDMA,768|2130,713|1940,140,,,004521703257,13.8|17.2,22|27,66|60,4,50,048811903257|022451003257,60|78,-21.03141,-47.78873,2023-07-07,2021-07-12,2028-11-29,20240103,2,140.0,1.179485
ALGAR,04030023541,30692021|77872023,1012111030,ROD DR ARTUR COSTACURTA,,SP,3525102,10M0G7W|5M00G9W,LTE|WCDMA,768|2130,713|1940,310,,,004521703257,13.8|17.2,22|27,66|60,2,50,048811903257|022451003257,60|78,-21.03141,-47.78873,2023-07-07,2021-07-12,2028-11-29,20240103,4,310.0,1.179485
ALGAR,50418418969,4942023,413166732,ROD SP 330,"KM 327,6",SP,3525102,5M00G7W,WCDMA,874.5,829.5,70,,,004521703257,14.4,24,62,2,50,030851903257,79.43,-21.04415,-47.82772,2023-03-10,1999-09-22,2028-11-29,20240103,1,70.0,2.145615
ALGAR,50418418969,4942023,413166732,ROD SP 330,"KM 327,6",SP,3525102,5M00G7W,WCDMA,874.5,829.5,160,,,004521703257,14.4,24,62,4,50,030851903257,79.43,-21.04415,-47.82772,2023-03-10,1999-09-22,2028-11-29,20240103,2,160.0,2.145615
ALGAR,50418418969,4942023,413166732,ROD SP 330,"KM 327,6",SP,3525102,200KG7W,GSM,953.75,908.75,190,,,007290201293,17.5,25,65,0,50,002920501171,70.79,-21.04415,-47.82772,2023-03-10,1999-09-22,2028-11-29,20240103,3,190.0,2.145615
ALGAR,50418418969,4942023,413166732,ROD SP 330,"KM 327,6",SP,3525102,5M00G7W,WCDMA,874.5,829.5,335,,,004521703257,14.4,24,62,3,50,030851903257,79.43,-21.04415,-47.82772,2023-03-10,1999-09-22,2028-11-29,20240103,4,335.0,2.145615
