NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015,684048353,"RODOVIA EUCLIDES DA CUNHA,S/N,CHACARA DAS PALMEIRAS",,SP,3556107,200KG7W,GSM,957.5,955,110,Greenfield,não,005860301705,14.8,39.0,68.61,8.00,60.0,000790401592,40,-20.37,-50.069167,2016-11-06,2003-11-20,2031-03-11,20240503,2,110.0,3.1575349999999998
TIM,50010613854,29272013|47102015,684048353,"RODOVIA EUCLIDES DA CUNHA,S/N,CHACARA DAS PALMEIRAS",,SP,3556107,200KG7W|5M00G7W,GSM|LTE,1830|957.5|1822.5|1832.5|1820|1825,1827.5|955|1820|1830|1805|1822.5,300,Greenfield,não,000650501705|012720905344|005860301705,13.4|13.5|14.8,27.0|20.0|39.0,73.70|68.00|68.61,7.50|7.00|8.00,60.0,007591301882|000790401592,60.000|40|60,-20.37,-50.069167,2016-11-06,2003-11-20,2023-04-30|2031-03-11,20240503,4,300.0,3.1575349999999998
TIM,50010613854,47102015|48352023|97812014,684891964,Avenida Cavalin 921,-,SP,3556107,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,40,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,59,016081103903|007591301882|031191601350|008041101882,20|40,-20.42536,-50.08375,2024-03-29,2004-12-02,2031-03-11|2038-04-30|2029-12-08,20240503,1,40.0,3.1575349999999998
TIM,50010613854,47102015|48352023|97812014,684891964,Avenida Cavalin 921,-,SP,3556107,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,120,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,59,016081103903|007591301882|031191601350|008041101882,20|40,-20.42536,-50.08375,2024-03-29,2004-12-02,2031-03-11|2038-04-30|2029-12-08,20240503,2,120.0,3.1575349999999998
TIM,50010613854,47102015|48352023|97812014,684891964,Avenida Cavalin 921,-,SP,3556107,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,290,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,59,016081103903|007591301882|031191601350|008041101882,20|40,-20.42536,-50.08375,2024-03-29,2004-12-02,2031-03-11|2038-04-30|2029-12-08,20240503,4,290.0,3.1575349999999998
