NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014|69272020,684712334,AVENIDA MARECHAL DEODORO DA FONSECA,0,SP,3540002,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,0,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,60,000780401350|000790401592|007591301882|018591601350|008041101882,20|40,-22.103,-50.176472,2023-08-30,2004-08-20,2029-12-08|2023-04-30,20240503,1,0.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,684712334,AVENIDA MARECHAL DEODORO DA FONSECA,0,SP,3540002,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,110,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,60,000780401350|000790401592|007591301882|018591601350|008041101882,20|40,-22.103,-50.176472,2023-08-30,2004-08-20,2029-12-08|2023-04-30,20240503,2,110.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,684712334,AVENIDA MARECHAL DEODORO DA FONSECA,0,SP,3540002,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,270,Greenfield,não,056001603518,11.96|16.15,25,74|65,0,60,000780401350|000790401592|007591301882|018591601350|008041101882,20|40,-22.103,-50.176472,2023-08-30,2004-08-20,2029-12-08|2023-04-30,20240503,4,270.0,inf
