NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|59592012,686171292,"R APARECIDA FIUZA DE CARVALHO,1460,CENTRO",,SP,3522802,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|2630|2650|890,952.5|1870|2620|2630|880,20,Greenfield,não,009371303519,14.89|17.08|16.96,30.0,65.28|72.66|63.58,0.0,60.0,037621705894|047451501882|056351705894|008881101882,19.95|40.0|72.44,-23.71,-49.48778,2017-05-12,2005-02-25,2028-03-31|2027-10-18,20240503,1,20.0,inf
CLARO,50409105090,46622011|59592012,686171292,"R APARECIDA FIUZA DE CARVALHO,1460,CENTRO",,SP,3522802,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|2630|2650|890,952.5|1870|2620|2630|880,100,Greenfield,não,009371303519,14.89|17.08|16.96,30.0,65.28|72.66|63.58,0.0,60.0,037621705894|047451501882|056351705894|008881101882,19.95|40.0|72.44,-23.71,-49.48778,2017-05-12,2005-02-25,2028-03-31|2027-10-18,20240503,2,100.0,inf
CLARO,50409105090,46622011|59592012,686171292,"R APARECIDA FIUZA DE CARVALHO,1460,CENTRO",,SP,3522802,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|2630|2650|890,952.5|1870|2620|2630|880,270,Greenfield,não,009371303519,14.89|17.08|16.96,30.0,65.28|72.66|63.58,0.0,60.0,037621705894|047451501882|056351705894|008881101882,19.95|40.0|72.44,-23.71,-49.48778,2017-05-12,2005-02-25,2028-03-31|2027-10-18,20240503,4,270.0,inf
