NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014,689014180,RUA 7 DE SETEMBRO,ESQUINA COM A RUA TIRADENTES,SP,3505104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,80,Greenfield,,056001603518,11.96|16.15,25,74|65,-3,67,016081103903|007591301882|031191601350|006091702519|027191702519,20|40,-21.270667,-49.950611,2023-12-12,2007-03-14,2029-12-08,20240503,1,80.0,inf
TIM,50010613854,47102015|48352023|97812014,689014180,RUA 7 DE SETEMBRO,ESQUINA COM A RUA TIRADENTES,SP,3505104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,240,Greenfield,,056001603518,11.96|16.15,25,74|65,-3,67,016081103903|007591301882|031191601350|006091702519|027191702519,20|40,-21.270667,-49.950611,2023-12-12,2007-03-14,2029-12-08,20240503,3,240.0,inf
TIM,50010613854,47102015|48352023|97812014,689014180,RUA 7 DE SETEMBRO,ESQUINA COM A RUA TIRADENTES,SP,3505104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,340,Greenfield,,056001603518,11.96|16.15,25,74|65,-3,67,016081103903|007591301882|031191601350|006091702519|027191702519,20|40,-21.270667,-49.950611,2023-12-12,2007-03-14,2029-12-08,20240503,4,340.0,inf
