NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014|34672011|48372023,690208669,R SEBASTIÃO APOLINÁRIO DE SOUZA,,SP,3500808,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2140|2117.5|885,1780|743|1950|1927.5|840,115,Greenfield,,027331703519|026000900324,16.16|14.1|15,27|25|26,66.76|66.56|65,2|1,60|55,040952002519|012111805894|057731705894|010891905894|010641001882|039721705894,60|20|40|80|63.5,-21.95194,-51.42071,2023-06-27,2008-03-27,2038-04-30,20240503,2,115.0,inf
CLARO,50409105090,46622011|97692014|34672011|48372023,690208669,R SEBASTIÃO APOLINÁRIO DE SOUZA,,SP,3500808,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2140|2117.5|885,1780|743|1950|1927.5|840,230,Greenfield,,027331703519|026000900324,16.16|14.1|15,27|25|26,66.76|66.56|65,1,60|55,040952002519|012111805894|057731705894|010891905894|010641001882|039721705894,60|20|40|80|63.5,-21.95194,-51.42071,2023-06-27,2008-03-27,2038-04-30,20240503,3,230.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,690208669,R SEBASTIÃO APOLINÁRIO DE SOUZA,,SP,3500808,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140|885,1780|743|1927.5|1950|840,330,Greenfield,,027331703519|026000900324,16.16|14.1|15,27|25|26,66.76|66.56|65,1,60|55,012111805894|040952002519|057731705894|010891905894|010641001882|039721705894,20|60|40|80|63.5,-21.95194,-51.42071,2023-06-27,2008-03-27,2038-04-30,20240503,4,330.0,inf
