NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014|69272020,684818558,RUA BOBERTO COSTA SILVA,MACAUBAL,SP,3528106,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,10,Greenfield,,056001603518,11.96|16.15,25,74|65,-4,49.7,016081103903|003531103903|057731705894|006091702519|027191702519,20|40,-20.800306,-49.963944,2023-09-11,2004-10-04,2029-12-08|2023-04-30,20240503,1,10.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,684818558,RUA BOBERTO COSTA SILVA,MACAUBAL,SP,3528106,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,160,Greenfield,,056001603518,11.96|16.15,25,74|65,-3,49.7,016081103903|003531103903|057731705894|006091702519|027191702519,20|40,-20.800306,-49.963944,2023-09-11,2004-10-04,2029-12-08|2023-04-30,20240503,2,160.0,inf
TIM,50010613854,47102015|48352023|97812014|69272020,684818558,RUA BOBERTO COSTA SILVA,MACAUBAL,SP,3528106,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,280,Greenfield,,056001603518,11.96|16.15,25,74|65,-5,49.7,016081103903|003531103903|057731705894|006091702519|027191702519,20|40,-20.800306,-49.963944,2023-09-11,2004-10-04,2029-12-08|2023-04-30,20240503,4,280.0,inf
