NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|48372023|34672011,1013040411,R GOIAS,,SP,3529104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|953.75|2117.5|2140,1780|908.75|1927.5|1950,30,,,056001603518,14.3|14.5|14.7,25|23,65|56|53,0,40,006091702519|037621705894|027191702519,79.43|19.95|60,-20.44321,-50.82616,2023-06-27,2022-04-25,2028-03-31,20240503,1,30.0,inf
CLARO,50409105090,46622011|48372023|34672011,1013040411,R GOIAS,,SP,3529104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|953.75|2117.5|2140,1780|908.75|1927.5|1950,120,,,056001603518,14.3|14.5|14.7,25|23,65|56|53,0,40,006091702519|037621705894|027191702519,79.43|19.95|60,-20.44321,-50.82616,2023-06-27,2022-04-25,2028-03-31,20240503,2,120.0,inf
CLARO,50409105090,46622011|48372023|34672011,1013040411,R GOIAS,,SP,3529104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|953.75|2117.5|2140,1780|908.75|1927.5|1950,260,,,056001603518,14.3|14.5|14.7,25|23,65|56|53,0,40,006091702519|037621705894|027191702519,79.43|19.95|60,-20.44321,-50.82616,2023-06-27,2022-04-25,2028-03-31,20240503,3,260.0,inf
