NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,48352023|47102015|69272020,683542672,Rodovia Rod. Mal. Rondon,Km475,SP,3504404,200KG7W|5M00G7W,GSM|LTE|WCDMA,1828.75|1831.25|1812.5|1821.25|1823.75|2130,1733.75|1736.25|1717.5|1726.25|1728.75|1940,120,Greenfield,sim,011021100324,16.4,36,74,-2,74,007591301882|005851101882,20|40,-21.520333,-50.012889,2023-08-30,2003-09-09,2029-12-08|2023-04-30,20240503,2,120.0,4.792175
TIM,50010613854,48352023|47102015|69272020,683542672,Rodovia Rod. Mal. Rondon,Km475,SP,3504404,200KG7W|5M00G7W,GSM|LTE|WCDMA,1828.75|1821.25|1812.5|1823.75|1831.25|2130,1733.75|1726.25|1717.5|1728.75|1736.25|1940,300,Greenfield,sim,011021100324,16.4,36,74,-2,74,007591301882|005851101882,20|40,-21.520333,-50.012889,2023-08-30,2003-09-09,2029-12-08|2023-04-30,20240503,4,300.0,4.792175
TIM,50010613854,47102015|48352023|97812014,684668521,Rua Rui Barbosa 157,-,SP,3504404,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,30,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,60,000790401592|000780401350|007591301882|031191601350|008041101882,20|40,-21.45972,-49.94686,2024-03-29,2004-08-05,2031-03-11|2038-04-30|2029-12-08,20240503,1,30.0,4.792175
TIM,50010613854,47102015|48352023|97812014,684668521,Rua Rui Barbosa 157,-,SP,3504404,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,105,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,60,000790401592|000780401350|007591301882|031191601350|008041101882,20|40,-21.45972,-49.94686,2024-03-29,2004-08-05,2031-03-11|2038-04-30|2029-12-08,20240503,2,105.0,4.792175
TIM,50010613854,47102015|48352023|97812014,684668521,Rua Rui Barbosa 157,-,SP,3504404,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,270,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,60,000790401592|000780401350|007591301882|031191601350|008041101882,20|40,-21.45972,-49.94686,2024-03-29,2004-08-05,2031-03-11|2038-04-30|2029-12-08,20240503,4,270.0,4.792175
