NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|59592012|29332016,686778022,"R MANOEL FERREIRA PINTO, 483, CENTRO",,SP,3528106,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2650|2630|890,1870|2630|2620|880,30,Greenfield,não,000430301705|008541105344|012720905344,14.0|16.85|13.52,25.0|33.74|20.0,90.0|67.81|68.0,0.0|2.0,61.0|58.0|55.5,006030301882|024251201882|008881101882,35.5|30.0|72.44,-20.8025,-49.96333,2016-09-12,2005-05-12,2028-03-31|2027-10-18,20240503,1,30.0,inf
CLARO,50409105090,46622011|59592012|29332016,686778022,"R MANOEL FERREIRA PINTO, 483, CENTRO",,SP,3528106,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2650|2630|890,1870|2630|2620|880,200,Greenfield,não,003630601705|008541105344|012720905344,16.56|16.85|13.52,31.0|33.74|20.0,75.68|67.81|68.0,0.0|2.0,61.0|58.0,006030301882|024251201882|008881101882,35.5|30.0|72.44,-20.8025,-49.96333,2016-09-12,2005-05-12,2028-03-31|2027-10-18,20240503,3,200.0,inf
CLARO,50409105090,46622011|59592012|29332016,686778022,"R MANOEL FERREIRA PINTO, 483, CENTRO",,SP,3528106,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2650|2630|890,1870|2630|2620|880,290,Greenfield,não,000430301705|008541105344|012720905344,14.0|16.85|13.52,25.0|33.74|20.0,90.0|67.81|68.0,1.0|2.0,61.0|58.0,006030301882|024251201882|008881101882,35.5|30.0|72.44,-20.8025,-49.96333,2016-09-12,2005-05-12,2028-03-31|2027-10-18,20240503,4,290.0,inf
