NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023,1006387339,Rua Dom Pedro Ii 382,-,SP,3504701,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,0,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,50,031191601350|027191702519,40,-21.90144,-49.35519,2024-04-09,2018-04-20,2029-12-08|2038-04-30,20240503,1,0.0,inf
TIM,50010613854,97812014|48352023,1006387339,Rua Dom Pedro Ii 382,-,SP,3504701,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,160,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,50,031191601350|027191702519,40,-21.90144,-49.35519,2024-04-09,2018-04-20,2029-12-08|2038-04-30,20240503,2,160.0,inf
TIM,50010613854,97812014|48352023,1006387339,Rua Dom Pedro Ii 382,-,SP,3504701,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,230,Greenfield,não,056001603518,11.96|16.15,25,74|65,-7,50,031191601350|027191702519,40,-21.90144,-49.35519,2024-04-09,2018-04-20,2029-12-08|2038-04-30,20240503,3,230.0,inf
