NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,41662008,687476380,RUA JOSÉ ALVES DE LIMA,,SP,3516101,5M00G7W,WCDMA,874.5,829.5,360,Greenfield,sim,012720905344,15.5,25,68,0,55,000081201882,40,-22.901122,-50.724767,2023-08-10,2005-09-27,2023-08-05,0,360.0,inf
VIVO,50409146447,48422023|166262022,687476380,RUA JOSÉ ALVES DE LIMA,,SP,3516101,5M00G7W|10M0G7W,LTE,1862.5|1867.5|1855,1767.5|1772.5|1760,10,,,024731703257,15.5,25,63,1,55,083071803257,40,-22.901122,-50.724767,2023-08-10,2005-09-27,2023-08-05,1,10.0,inf
VIVO,50409146447,48422023|166262022|48412023|41662008,687476380,RUA JOSÉ ALVES DE LIMA,,SP,3516101,5M00G7W|10M0G7W,LTE|WCDMA,1862.5|1867.5|1855|2160|2167.5|874.5,1767.5|1772.5|1760|1970|1977.5|829.5,90|120,Greenfield,sim,024731703257|012720905344,15.5|15.9,25,63|62|68,1|2|0,55,083071803257|000081201882,40,-22.901122,-50.724767,2023-08-10,2005-09-27,2023-08-05,2,105.0,inf
VIVO,50409146447,48422023|166262022|48412023|41662008,687476380,RUA JOSÉ ALVES DE LIMA,,SP,3516101,5M00G7W|10M0G7W,LTE|WCDMA,1862.5|1867.5|1855|2160|2167.5|874.5,1767.5|1772.5|1760|1970|1977.5|829.5,220|240,Greenfield,sim,024731703257|012720905344,15.5|15.9,25,63|62|68,0|2,55,083071803257|000081201882,40,-22.901122,-50.724767,2023-08-10,2005-09-27,2023-08-05,3,230.0,inf
VIVO,50409146447,48412023,687476380,RUA JOSÉ ALVES DE LIMA,,SP,3516101,10M0G7W|5M00G7W,LTE,2160|2167.5,1970|1977.5,350,,,024731703257,15.9,25,62,2,55,083071803257,40,-22.901122,-50.724767,2023-08-10,2005-09-27,2023-08-05,4,350.0,inf
