NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,48422023,687528356,Rua Mariano Vicente Filho,,SP,3540309,5M00G7W,LTE,1862.5,1767.5,120,Greenfield,sim,024731703257,14.9,25,63,0,24,083071803257,40,-20.182861,-49.703611,2023-07-26,2005-10-05,2023-08-05,2,120.0,inf
VIVO,50409146447,48422023,687528356,Rua Mariano Vicente Filho,,SP,3540309,5M00G7W,LTE,1862.5,1767.5,240,Greenfield,sim,024731703257,14.9,25,63,1,22,083071803257,40,-20.182861,-49.703611,2023-07-26,2005-10-05,2023-08-05,3,240.0,inf
VIVO,50409146447,48422023,687528356,Rua Mariano Vicente Filho,,SP,3540309,5M00G7W,LTE,1862.5,1767.5,340,Greenfield,sim,024731703257,14.9,25,63,3,24,083071803257,40,-20.182861,-49.703611,2023-07-26,2005-10-05,2023-08-05,4,340.0,inf
