NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|29332016|59592012,687301475,"RUA JOSÉ MÁRIO DE JUNQUEIRA NETO, 775, CENTRO",,SP,3521606,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,0,Greenfield,não,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,2.0,60.0|64.0,006091702519|045621602519|039721705894,79.43|40.0|80.0,-21.57139,-51.35111,2014-10-03,2005-08-18,2028-03-31|2027-10-18,20240503,1,0.0,inf
CLARO,50409105090,46622011|29332016|59592012,687301475,"RUA JOSÉ MÁRIO DE JUNQUEIRA NETO, 775, CENTRO",,SP,3521606,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,95,Greenfield,não,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,2.0,60.0|64.0,006091702519|045621602519|039721705894,79.43|40.0|80.0,-21.57139,-51.35111,2014-10-03,2005-08-18,2028-03-31|2027-10-18,20240503,2,95.0,inf
CLARO,50409105090,46622011|29332016|59592012,687301475,"RUA JOSÉ MÁRIO DE JUNQUEIRA NETO, 775, CENTRO",,SP,3521606,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,250,Greenfield,não,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,2.0,60.0|64.0,006091702519|045621602519|039721705894,79.43|40.0|80.0,-21.57139,-51.35111,2014-10-03,2005-08-18,2028-03-31|2027-10-18,20240503,3,250.0,inf
