NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014|48372023|34672011,690538065,R 24 DE JUNHO,,SP,3516804,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140|885,1780|743|1927.5|1950|840,10,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27|25|26|20,66.76|66.56|68,4,70,040952002519|057731705894|039721705894,60|80,-20.79767,-50.1906,2023-06-27,2008-07-31,2028-03-31,20240503,1,10.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,690538065,R 24 DE JUNHO,,SP,3516804,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140|885,1780|743|1927.5|1950|840,130,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27|25|26|20,66.76|66.56|68,4,70,040952002519|057731705894|039721705894,60|80,-20.79767,-50.1906,2023-06-27,2008-07-31,2028-03-31,20240503,2,130.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,690538065,R 24 DE JUNHO,,SP,3516804,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140|885,1780|743|1927.5|1950|840,240,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27|25|26|20,66.76|66.56|68,4,70,040952002519|057731705894|039721705894,60|80,-20.79767,-50.1906,2023-06-27,2008-07-31,2028-03-31,20240503,3,240.0,inf
