NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|47102015|48352023,1005652543,RUA SÃO JORGE,0,SP,3514957,10M0G7W|5M00G7W,LTE|WCDMA,778|1812.5|1822.5|1830|2130,723|1717.5|1727.5|1735|1940,120,Greenfield,,056001603518,11.96|16.15,25,74|65,0,29,031191601350|007591301882|008041101882|027191702519,40|60|80,-20.980583,-48.835639,2023-08-30,2018-01-05,2029-12-08,20240503,2,120.0,inf
TIM,50010613854,97812014|47102015|48352023,1005652543,RUA SÃO JORGE,0,SP,3514957,10M0G7W|5M00G7W,LTE|WCDMA,778|1812.5|1822.5|1830|2130,723|1717.5|1727.5|1735|1940,210,Greenfield,,056001603518,11.96|16.15,25,74|65,0,29,031191601350|007591301882|008041101882|027191702519,40|60|80,-20.980583,-48.835639,2023-08-30,2018-01-05,2029-12-08,20240503,3,210.0,inf
TIM,50010613854,97812014|47102015|48352023,1005652543,RUA SÃO JORGE,0,SP,3514957,10M0G7W|5M00G7W,LTE|WCDMA,778|1812.5|1822.5|1830|2130,723|1717.5|1727.5|1735|1940,300,Greenfield,,056001603518,11.96|16.15,25,74|65,0,29,031191601350|007591301882|008041101882|027191702519,40|60|80,-20.980583,-48.835639,2023-08-30,2018-01-05,2029-12-08,20240503,4,300.0,inf
