NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,48372023|34672011,1014985614,R EUGENIO VOLPE,,SP,3543238,15M0G7W|5M00G7W,LTE|WCDMA,2117.5|2140,1927.5|1950,90,,,056001603518,14.7,25,53,0,40,027191702519,60,-21.8387,-51.6022,2023-09-06,2023-06-20,2038-04-30,20240503,2,90.0,inf
CLARO,50409105090,48372023|34672011,1014985614,R EUGENIO VOLPE,,SP,3543238,15M0G7W|5M00G7W,LTE|WCDMA,2117.5|2140,1927.5|1950,240,,,056001603518,14.7,25,53,0,40,027191702519,60,-21.8387,-51.6022,2023-09-06,2023-06-20,2038-04-30,20240503,3,240.0,inf
CLARO,50409105090,48372023|34672011,1014985614,R EUGENIO VOLPE,,SP,3543238,15M0G7W|5M00G7W,LTE|WCDMA,2117.5|2140,1927.5|1950,330,,,056001603518,14.7,25,53,0,40,027191702519,60,-21.8387,-51.6022,2023-09-06,2023-06-20,2038-04-30,20240503,4,330.0,inf
