NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014,689987447,RUA RIO GRANDE DO SUL,0,SP,3501202,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,80,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,32,016081103903|003531103903|057731705894|027191702519,20|40,-20.319722,-49.910472,2023-09-11,2008-01-22,2029-12-08,20240503,1,80.0,inf
TIM,50010613854,47102015|48352023|97812014,689987447,RUA RIO GRANDE DO SUL,0,SP,3501202,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,160,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,32,016081103903|003531103903|057731705894|027191702519,20|40,-20.319722,-49.910472,2023-09-11,2008-01-22,2029-12-08,20240503,2,160.0,inf
TIM,50010613854,47102015|48352023|97812014,689987447,RUA RIO GRANDE DO SUL,0,SP,3501202,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,956.25|1812.5|1822.5|1830|778|2130,911.25|1717.5|1727.5|1735|723|1940,310,Greenfield,,056001603518,11.96|16.15,25,74|65,-7,32,016081103903|003531103903|057731705894|027191702519,20|40,-20.319722,-49.910472,2023-09-11,2008-01-22,2029-12-08,20240503,4,310.0,inf
