NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,47102015|48352023|97812014,689099436,RUA BOA ESPERANÇA             ,TAIAÇU,SP,3553104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1830|956.25|1822.5|778|2130,1717.5|1735|911.25|1727.5|723|1940,55,Greenfield,,056001603518,16.15|11.96,25,65|74,-6,52.5,007591301882|000790401592|031191601350|006091702519|027191702519,20|40,-21.14381,-48.51122,2023-12-07,2007-04-26,2031-03-11,20240503,1,55.0,inf
TIM,50010613854,47102015|48352023|97812014,689099436,RUA BOA ESPERANÇA             ,TAIAÇU,SP,3553104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1830|956.25|1822.5|778|2130,1717.5|1735|911.25|1727.5|723|1940,225,Greenfield,,056001603518,16.15|11.96,25,65|74,-2,52.5,007591301882|000790401592|031191601350|006091702519|027191702519,20|40,-21.14381,-48.51122,2023-12-07,2007-04-26,2031-03-11,20240503,3,225.0,inf
TIM,50010613854,47102015|48352023|97812014,689099436,RUA BOA ESPERANÇA             ,TAIAÇU,SP,3553104,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1812.5|1830|956.25|1822.5|778|2130,1717.5|1735|911.25|1727.5|723|1940,300,Greenfield,,056001603518,16.15|11.96,25,65|74,-5,52.5,007591301882|000790401592|031191601350|006091702519|027191702519,20|40,-21.14381,-48.51122,2023-12-07,2007-04-26,2031-03-11,20240503,4,300.0,inf
