NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011,1014434073,R GETÚLIO VARGAS,,SP,3530201,200KG7W|10M0G7W|2M50G7W,GSM|LTE,1875|885|892.75,1780|840|847.75,10|80,,,013320701705,11.8|16.5|13.8,23.32|21|23,65|66|70,0,55,021130703903|006091702519|039721705894,50.2|79.43|80,-22.29165,-51.91087,2023-07-04,2022-10-28,2028-03-31,20240503,1,10.0,0.69508
CLARO,50409105090,46622011,1014434073,R GETÚLIO VARGAS,,SP,3530201,200KG7W|10M0G7W|2M50G7W,GSM|LTE,953.75|1875|885|892.75,908.75|1780|840|847.75,170,,,025911005344,17.9|16.5|13.8,30|21|23,65|66|70,0,55,018000703903|006091702519|039721705894,60.4|79.43|80,-22.29165,-51.91087,2023-07-04,2022-10-28,2028-03-31,20240503,2,170.0,0.69508
CLARO,50409105090,46622011|97692014,686137965,"R BENEDITA LOPES SINGH, 13, BESSARABIA",,SP,3530201,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,80,Greenfield,não,027331703519,16.16|14.1,27.0|25.0,66.76|66.56,0.0,70.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-22.27972,-51.90667,2014-07-24,2005-03-15,2028-03-31|2029-12-08,20240503,1,80.0,0.69508
CLARO,50409105090,46622011|97692014,686137965,"R BENEDITA LOPES SINGH, 13, BESSARABIA",,SP,3530201,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,180,Greenfield,não,027331703519,16.16|14.1,27.0|25.0,66.76|66.56,0.0,70.0,012111805894|057731705894|010641001882|039721705894,20.0|40.0|80.0|63.5,-22.27972,-51.90667,2014-07-24,2005-03-15,2028-03-31|2029-12-08,20240503,3,180.0,0.69508
CLARO,50409105090,46622011|97692014,686137965,"R BENEDITA LOPES SINGH, 13, BESSARABIA",,SP,3530201,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890|894,1870|793|880|891.5,280,Greenfield,não,027331703519,16.16|14.1,27.0|25.0,66.76|66.56,0.0,70.0,012111805894|057731705894|039721705894|010641001882,20.0|40.0|80.0|63.5,-22.27972,-51.90667,2014-07-24,2005-03-15,2028-03-31|2029-12-08,20240503,4,280.0,0.69508
