NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014|48372023|34672011,1014290950,R OSCAR ANTONIO DA COSTA,,SP,3549003,200KG7W|10M0G7W|15M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140,1780|743|1927.5|1950,10,,,056001603518,14.3|13|14.7,25|23,65|67|53,0,43,040952002519|057731705894,20|80,-20.35894,-50.69758,2024-04-22,2022-09-29,2028-03-31|2029-12-08|2038-04-30|2026-06-01,20240503,1,10.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,1014290950,R OSCAR ANTONIO DA COSTA,,SP,3549003,200KG7W|10M0G7W|15M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140,1780|743|1927.5|1950,130,,,056001603518,14.3|13|14.7,25|23,65|67|53,0,43,040952002519|057731705894,20|80,-20.35894,-50.69758,2024-04-22,2022-09-29,2028-03-31|2029-12-08|2038-04-30|2026-06-01,20240503,2,130.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,1014290950,R OSCAR ANTONIO DA COSTA,,SP,3549003,200KG7W|10M0G7W|15M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140,1780|743|1927.5|1950,260,,,056001603518,14.3|13|14.7,25|23,65|67|53,0,43,040952002519|057731705894,20|80,-20.35894,-50.69758,2024-04-22,2022-09-29,2028-03-31|2029-12-08|2038-04-30|2026-06-01,20240503,3,260.0,inf
