NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023,1006390623,AVENIDA ANTONIO PACHECO SOBRINHO,0,SP,3546108,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,30,Greenfield,sim,056001603518,11.96|16.15,25,74|65,0,49,031191601350|027191702519,40|60,-20.093889,-50.928306,2023-08-30,2018-04-20,2029-12-08,20240503,1,30.0,inf
TIM,50010613854,97812014|48352023,1006390623,AVENIDA ANTONIO PACHECO SOBRINHO,0,SP,3546108,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,180,Greenfield,sim,056001603518,11.96|16.15,25,74|65,0,49,031191601350|027191702519,40|60,-20.093889,-50.928306,2023-08-30,2018-04-20,2029-12-08,20240503,3,180.0,inf
TIM,50010613854,97812014|48352023,1006390623,AVENIDA ANTONIO PACHECO SOBRINHO,0,SP,3546108,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,290,Greenfield,sim,056001603518,11.96|16.15,25,74|65,0,49,031191601350|027191702519,40|60,-20.093889,-50.928306,2023-08-30,2018-04-20,2029-12-08,20240503,4,290.0,inf
