NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|59592012,1006024180,"AVENIDA COMENDADOR AURÉLIO PERSONE,  CERQUILHO - SP, S\Nº QD 21 LT 21, RESIDENCIAL FLAMBOIANT",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,130,Greenfield,sim,009371303519|008541105344,17.08|16.85|16.97|14.89,30.0|33.74|34.65,72.66|67.81|71.05|65.28,1.0,50.0,006091702519|056351705894|039721705894,79.43|40.0|80.0,-23.18611,-47.74,2022-06-28,2018-04-04,2028-03-31|2027-10-18,20240503,2,130.0,1.13397
CLARO,50409105090,46622011|59592012,1006024180,"AVENIDA COMENDADOR AURÉLIO PERSONE,  CERQUILHO - SP, S\Nº QD 21 LT 21, RESIDENCIAL FLAMBOIANT",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,240,Greenfield,sim,009371303519|008541105344,17.08|16.85|16.97|14.89,30.0|33.74|34.65,72.66|67.81|71.05|65.28,1.0,50.0,006091702519|056351705894|039721705894,79.43|40.0|80.0,-23.18611,-47.74,2022-06-28,2018-04-04,2028-03-31|2027-10-18,20240503,3,240.0,1.13397
CLARO,50409105090,46622011|59592012,1006024180,"AVENIDA COMENDADOR AURÉLIO PERSONE,  CERQUILHO - SP, S\Nº QD 21 LT 21, RESIDENCIAL FLAMBOIANT",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,315,Greenfield,sim,009371303519|008541105344,17.08|16.85|16.97|14.89,30.0|33.74|34.65,72.66|67.81|71.05|65.28,1.0,50.0,006091702519|056351705894|039721705894,79.43|40.0|80.0,-23.18611,-47.74,2022-06-28,2018-04-04,2028-03-31|2027-10-18,20240503,4,315.0,1.13397
CLARO,50409105090,46622011|59592012,1006024198,"RUA HERMINIA TREVISAN SALERMO, 218, SÃO FRANCISCO",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,50,Greenfield,sim,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,1.0,40.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-23.165,-47.76806,2022-06-28,2018-04-04,2028-03-31|2027-10-18,20240503,1,50.0,1.041865
CLARO,50409105090,46622011|59592012,1006024198,"RUA HERMINIA TREVISAN SALERMO, 218, SÃO FRANCISCO",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,120,Greenfield,sim,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,1.0,40.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-23.165,-47.76806,2022-06-28,2018-04-04,2028-03-31|2027-10-18,20240503,2,120.0,1.041865
CLARO,50409105090,46622011|59592012,1006024198,"RUA HERMINIA TREVISAN SALERMO, 218, SÃO FRANCISCO",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,275,Greenfield,sim,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,0.0,40.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-23.165,-47.76806,2022-06-28,2018-04-04,2028-03-31|2027-10-18,20240503,4,275.0,1.041865
CLARO,50409105090,46622011|59592012,1007831178,"R DO RAMAL VELHO, 270, TAQUARAL CERQUILHO",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,20,Greenfield,sim,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,1.0,43.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-23.15028,-47.74139,2019-04-18,2018-12-17,2028-03-31|2027-10-18,20240503,1,20.0,0.9800249999999999
CLARO,50409105090,46622011|59592012,1007831178,"R DO RAMAL VELHO, 270, TAQUARAL CERQUILHO",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,130,Greenfield,sim,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,1.0,43.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-23.15028,-47.74139,2019-04-18,2018-12-17,2028-03-31|2027-10-18,20240503,2,130.0,0.9800249999999999
CLARO,50409105090,46622011|59592012,1007831178,"R DO RAMAL VELHO, 270, TAQUARAL CERQUILHO",,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890|894,1870|2620|2630|880|891.5,240,Greenfield,sim,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,1.0,43.0,012111805894|056351705894|039721705894,20.0|40.0|80.0,-23.15028,-47.74139,2019-04-18,2018-12-17,2028-03-31|2027-10-18,20240503,3,240.0,0.9800249999999999
CLARO,50409105090,46622011|59592012|97692014|48372023|34672011,442516762,AVENIDA JOAO PILON,,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,1875|2640|2625|798|885|2117.5|892.75|2140,1780|2520|2505|743|840|1927.5|847.75|1950,30,Greenfield,não,025371200762,16.5|17.6|13.4|13.73|16.62,21|35|34,66|51|68|62.84|62.25,-2|0,40|32,047451501882|043341501882|033782402519|033151401882|008041101882,40|79.43|59.98|61.52,-23.16695,-47.74782,2024-04-05,2000-08-16,2028-03-31|2027-10-18|2029-12-08|2038-04-30|2026-06-01,20240503,1,30.0,0.9800249999999999
CLARO,50409105090,46622011|59592012|97692014|48372023|34672011,442516762,AVENIDA JOAO PILON,,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,1875|2640|2625|798|885|2117.5|892.75|2140,1780|2520|2505|743|840|1927.5|847.75|1950,130,Greenfield,não,025371200762,16.5|17.6|13.4|13.73|16.62,21|35|34,66|51|68|62.84|62.25,0|-2,40|32,047451501882|043341501882|033782402519|033151401882|008041101882,40|79.43|59.98|61.52,-23.16695,-47.74782,2024-04-05,2000-08-16,2028-03-31|2027-10-18|2029-12-08|2038-04-30|2026-06-01,20240503,2,130.0,0.9800249999999999
CLARO,50409105090,46622011|59592012|97692014|48372023|34672011,442516762,AVENIDA JOAO PILON,,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,1875|2640|2625|798|885|2117.5|892.75|2140,1780|2520|2505|743|840|1927.5|847.75|1950,300,Greenfield,não,025371200762,16.5|17.6|13.4|13.73|16.62,21|35|34,66|51|68|62.84|62.25,0,40|32,047451501882|043341501882|033782402519|033151401882|008041101882,40|79.43|59.98|61.52,-23.16695,-47.74782,2024-04-05,2000-08-16,2028-03-31|2027-10-18|2029-12-08|2038-04-30|2026-06-01,20240503,4,300.0,0.9800249999999999
CLARO,50409105090,46622011|59592012|48372023,685077136,EST PREF. ANTONIO R SCHINCARIOL,,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,1875|2625|2640|2117.5|885|892.75,1780|2505|2520|1927.5|840|847.75,55,Greenfield,não,008541105344|025371200762,16.97|16.85|16.62|13.73,34.65|33.74|34|35,71.05|67.81|62.25|62.84,0,57|60,047451501882|043341501882|008041101882|033151401882,40|61.52|59.98,-23.21434,-47.78534,2023-06-23,2004-12-30,2028-03-31,20240503,1,55.0,2.7981100000000003
CLARO,50409105090,46622011|59592012|48372023,685077136,EST PREF. ANTONIO R SCHINCARIOL,,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,1875|2625|2640|2117.5|885|892.75,1780|2505|2520|1927.5|840|847.75,200,Greenfield,não,008541105344|025371200762,16.97|16.85|16.62|13.73,34.65|33.74|34|35,71.05|67.81|62.25|62.84,1,57|60,047451501882|043341501882|008041101882|033151401882,40|61.52|59.98,-23.21434,-47.78534,2023-06-23,2004-12-30,2028-03-31,20240503,3,200.0,2.7981100000000003
CLARO,50409105090,46622011|59592012|48372023,685077136,EST PREF. ANTONIO R SCHINCARIOL,,SP,3511508,200KG7W|10M0G7W|20M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,1875|2625|2640|2117.5|885|892.75,1780|2505|2520|1927.5|840|847.75,325,Greenfield,não,008541105344|025371200762,16.97|16.85|16.62|13.73,34.65|33.74|34|35,71.05|67.81|62.25|62.84,0,57|60,047451501882|043341501882|008041101882|033151401882,40|61.52|59.98,-23.21434,-47.78534,2023-06-23,2004-12-30,2028-03-31,20240503,4,325.0,2.7981100000000003
