NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014,685086003,"ROD REGIS BITENCOURT, KM461, PÁTIO DO POSTO DE SERVIÇOS GRAAL",,SP,3536208,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890,1870|793|880,30,Greenfield,,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,0.0,70.0|67.0,040952002519|057731705894|039721705894|008881101882,60.0|80.0|72.44,-24.62316,-47.89286,2020-11-19,2005-03-15,2028-03-31|2029-12-08,20240503,1,30.0,4.96329
CLARO,50409105090,46622011|97692014,685086003,"ROD REGIS BITENCOURT, KM461, PÁTIO DO POSTO DE SERVIÇOS GRAAL",,SP,3536208,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|803|890,1870|793|880,220,Greenfield,,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,0.0,70.0|67.0,040952002519|057731705894|039721705894|008881101882,60.0|80.0|72.44,-24.62316,-47.89286,2020-11-19,2005-03-15,2028-03-31|2029-12-08,20240503,3,220.0,4.96329
CLARO,50409105090,46622011|29332016|59592012,687460000,"RUA QUINZE DE NOVEMBRO, 1081, CENTRO",,SP,3536208,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|2630|2650|890|894,952.5|1870|2620|2630|880|891.5,30,Greenfield,não,009371303519,14.89|17.08|16.96,30.0,65.28|72.66|63.58,1.0,70.0,037621705894|006091702519|045621602519|008881101882|039721705894,19.95|79.43|40.0|72.44|80.0,-24.71167,-47.8775,2015-08-11,2006-05-03,2028-03-31|2027-10-18,20240503,1,30.0,4.96329
CLARO,50409105090,46622011|29332016|59592012,687460000,"RUA QUINZE DE NOVEMBRO, 1081, CENTRO",,SP,3536208,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|955|2630|2650|890|894,1870|952.5|2620|2630|880|891.5,150,Greenfield,não,009371303519,17.08|14.89|16.96,30.0,72.66|65.28|63.58,1.0,70.0,006091702519|037621705894|045621602519|008881101882|039721705894,79.43|19.95|40.0|72.44|80.0,-24.71167,-47.8775,2015-08-11,2006-05-03,2028-03-31|2027-10-18,20240503,2,150.0,4.96329
CLARO,50409105090,46622011|29332016|59592012,687460000,"RUA QUINZE DE NOVEMBRO, 1081, CENTRO",,SP,3536208,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|955|2630|2650|890|894,1870|952.5|2620|2630|880|891.5,230,Greenfield,não,009371303519,17.08|14.89|16.96,30.0,72.66|65.28|63.58,1.0,70.0,006091702519|037621705894|045621602519|039721705894|008881101882,79.43|19.95|40.0|80.0|72.44,-24.71167,-47.8775,2015-08-11,2006-05-03,2028-03-31|2027-10-18,20240503,3,230.0,4.96329
