NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|97692014|48372023|34672011,690728433,AV TIRADENTES,,SP,3537701,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140|885,1780|743|1927.5|1950|840,140,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27|25|26|20,66.76|66.56|68,0,60,040952002519|057731705894|010641001882|039721705894,60|80|63.5,-21.59274,-50.59653,2023-07-05,2008-11-05,2028-03-31,20240503,2,140.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,690728433,AV TIRADENTES,,SP,3537701,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140|885,1780|743|1927.5|1950|840,235,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27|25|26|20,66.76|66.56|68,0,60,040952002519|057731705894|010641001882|039721705894,60|80|63.5,-21.59274,-50.59653,2023-07-05,2008-11-05,2028-03-31,20240503,3,235.0,inf
CLARO,50409105090,46622011|97692014|48372023|34672011,690728433,AV TIRADENTES,,SP,3537701,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1875|798|2117.5|2140|885,1780|743|1927.5|1950|840,340,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27|25|26|20,66.76|66.56|68,0,60,040952002519|057731705894|010641001882|039721705894,60|80|63.5,-21.59274,-50.59653,2023-07-05,2008-11-05,2028-03-31,20240503,4,340.0,inf
