NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|29332016|59592012,690662220,"AV JOSÉ BONIFÁCIO, S/N, CENTRO",,SP,3547650,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890,1870|2620|2630|880,40,Greenfield,não,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,0.0,40.0,006091702519|056351705894|039721705894,79.43|40.0|80.0,-20.2475,-50.69056,2008-09-29,2008-09-29,2028-03-31|2027-10-18,20240503,1,40.0,inf
CLARO,50409105090,46622011|29332016|59592012,690662220,"AV JOSÉ BONIFÁCIO, S/N, CENTRO",,SP,3547650,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890,1870|2620|2630|880,180,Greenfield,não,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,0.0,40.0,006091702519|056351705894|039721705894,79.43|40.0|80.0,-20.2475,-50.69056,2008-09-29,2008-09-29,2028-03-31|2027-10-18,20240503,3,180.0,inf
CLARO,50409105090,46622011|29332016|59592012,690662220,"AV JOSÉ BONIFÁCIO, S/N, CENTRO",,SP,3547650,200KG7W|10M0G7W|20M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2630|2650|890,1870|2620|2630|880,320,Greenfield,não,009371303519|008541105344,17.08|16.85|14.89,30.0|33.74,72.66|67.81|65.28,0.0,40.0,006091702519|056351705894|039721705894,79.43|40.0|80.0,-20.2475,-50.69056,2008-09-29,2008-09-29,2028-03-31|2027-10-18,20240503,4,320.0,inf
