NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|29332016|59592012,685076741,"R DOMINGOS BAUER LEITE, S/N, CENTRO",,SP,3514809,200KG7W|10M0G7W|20M0G7W|5M00D7W,GSM|LTE|WCDMA,1880|955|2630|2650|890,1870|952.5|2620|2630|880,40,Greenfield,não,027331703519|012720905344,16.16|14.1|17.05|13.52,27.0|23.0|28.0|20.0,66.76|66.56|65.49|68.0,2.0,74.0,012111805894|037621705894|056351705894|039721705894,20.0|19.95|40.0|80.0,-24.52444,-48.11028,2019-04-26,2004-12-30,2028-03-31|2027-10-18,20240503,1,40.0,inf
CLARO,50409105090,46622011|29332016|59592012,685076741,"R DOMINGOS BAUER LEITE, S/N, CENTRO",,SP,3514809,200KG7W|10M0G7W|20M0G7W|5M00D7W,GSM|LTE|WCDMA,1880|955|2630|2650|890,1870|952.5|2620|2630|880,130,Greenfield,não,027331703519|012720905344,16.16|14.1|17.05|13.52,27.0|23.0|28.0|20.0,66.76|66.56|65.49|68.0,2.0,74.0,012111805894|037621705894|056351705894|039721705894,20.0|19.95|40.0|80.0,-24.52444,-48.11028,2019-04-26,2004-12-30,2028-03-31|2027-10-18,20240503,2,130.0,inf
CLARO,50409105090,46622011|29332016|59592012,685076741,"R DOMINGOS BAUER LEITE, S/N, CENTRO",,SP,3514809,200KG7W|10M0G7W|20M0G7W|5M00D7W,GSM|LTE|WCDMA,1880|955|2630|2650|890,1870|952.5|2620|2630|880,240,Greenfield,não,027331703519|012720905344,16.16|14.1|17.05|13.52,27.0|23.0|28.0|20.0,66.76|66.56|65.49|68.0,2.0,74.0,012111805894|037621705894|056351705894|039721705894,20.0|19.95|40.0|80.0,-24.52444,-48.11028,2019-04-26,2004-12-30,2028-03-31|2027-10-18,20240503,3,240.0,inf
