NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,48422023|48412023|41662008,577952455,Rua Presidente Castelo Branco,,SP,3548609,5M00G7W,LTE|WCDMA,1862.5|2160|874.5,1767.5|1970|829.5,60,Greenfield,sim,056001603518|034641103518,16.7|15.5|15,30|25|28,64|63|65,3|0,31|28,083071803257|008041101882|000081201882,40,-22.691147,-45.728803,2023-07-23,2001-02-13,2023-08-05,1,60.0,inf
VIVO,50409146447,48412023|41662008|48422023,577952455,Rua Presidente Castelo Branco,,SP,3548609,5M00G7W,WCDMA|LTE,2160|874.5|1862.5,1970|829.5|1767.5,220|240,Greenfield,sim,034641103518|056001603518,15.5|15|16.7,25|28|30,63|65|64,0,28|31,008041101882|000081201882|083071803257,40,-22.691147,-45.728803,2023-07-23,2001-02-13,2023-08-05,3,220.0,inf
VIVO,50409146447,48412023|41662008|48422023,577952455,Rua Presidente Castelo Branco,,SP,3548609,5M00G7W,WCDMA|LTE,2160|874.5|1862.5,1970|829.5|1767.5,330|340,Greenfield,sim,034641103518|056001603518,15.5|15|16.7,25|28|30,63|65|64,0|2,28|31,008041101882|000081201882|083071803257,40,-22.691147,-45.728803,2023-07-23,2001-02-13,2023-08-05,4,330.0,inf
