NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|16992008,1006387487,RUA MAURÍLIO ROQUE TOASSA 498,,SP,3527504,10M0G7W|5M00G7W,LTE|WCDMA,783|2135,773|2125,120,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,21,031191601350|027191702519,40|60,-22.43,-49.52194,2019-12-04,2018-04-20,2029-12-08|2023-04-30,20240503,2,120.0,inf
TIM,50010613854,97812014|16992008,1006387487,RUA MAURÍLIO ROQUE TOASSA 498,,SP,3527504,10M0G7W|5M00G7W,LTE|WCDMA,783|2135,773|2125,230,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,21,031191601350|027191702519,40|60,-22.43,-49.52194,2019-12-04,2018-04-20,2029-12-08|2023-04-30,20240503,3,230.0,inf
TIM,50010613854,97812014|16992008,1006387487,RUA MAURÍLIO ROQUE TOASSA 498,,SP,3527504,10M0G7W|5M00G7W,LTE|WCDMA,783|2135,773|2125,320,Greenfield,não,056001603518,11.96|16.15,25,74|65,7,21,031191601350|027191702519,40|60,-22.43,-49.52194,2019-12-04,2018-04-20,2029-12-08|2023-04-30,20240503,4,320.0,inf
