NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
TIM,50010613854,97812014|48352023,1006390640,RUA RIO DE JANEIRO,SAO JOAO DAS DUAS PONTES,SP,3549201,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,95,Greenfield,sim,056001603518,11.96|16.15,25,74|65,-7,42,057731705894|027191702519,40,-20.39025,-50.378083,2023-09-11,2018-04-20,2029-12-08,20240503,2,95.0,inf
TIM,50010613854,97812014|48352023,1006390640,RUA RIO DE JANEIRO,SAO JOAO DAS DUAS PONTES,SP,3549201,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,220,Greenfield,sim,056001603518,11.96|16.15,25,74|65,-7,42,057731705894|027191702519,40,-20.39025,-50.378083,2023-09-11,2018-04-20,2029-12-08,20240503,3,220.0,inf
TIM,50010613854,97812014|48352023,1006390640,RUA RIO DE JANEIRO,SAO JOAO DAS DUAS PONTES,SP,3549201,10M0G7W|5M00G7W,LTE|WCDMA,778|2130,723|1940,330,Greenfield,sim,056001603518,11.96|16.15,25,74|65,-7,42,057731705894|027191702519,40,-20.39025,-50.378083,2023-09-11,2018-04-20,2029-12-08,20240503,4,330.0,inf
