NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
VIVO,50409146447,41662008|59072012|97432014|48422023|166262022|48412023,687525721,RUA INOCÊNCIO DUTRA DE SANTANA,,SP,3520707,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,874.5|890.75|2680|788|1862.5|1867.5|1855|2150|2160,829.5|845.75|2560|733|1767.5|1772.5|1760|1960|1970,10,Greenfield,não,038801200762|056001603518|002000703518,17.8|17.5|13.5|16.7|17.2|14.7,25|30,65|57|63|64|60|60.17|75.66,4|2,62.7|62|67,000910502519|058221803257|048811903257|083071803257|008041101882|000081201882,14.5|40,-19.979044,-50.290397,2023-07-26,2005-10-05,2024-01-20|2027-10-18|2029-12-08|2032-12-22|2038-04-30,20240103,1,10.0,inf
VIVO,50409146447,59072012|97432014|48422023|166262022|48412023|41662008,687525721,RUA INOCÊNCIO DUTRA DE SANTANA,,SP,3520707,20M0G7W|10M0G7W|5M00G7W,LTE|WCDMA,2680|788|1862.5|1867.5|1855|2150|2160|874.5,2560|733|1767.5|1772.5|1760|1960|1970|829.5,120,Greenfield,não,056001603518|002000703518,17.5|13.5|16.7|17.2|14.7,30|25,57|63|64|60|60.17|75.66,2,62|67,058221803257|048811903257|083071803257|008041101882|000081201882,40,-19.979044,-50.290397,2023-07-26,2005-10-05,2027-10-18|2029-12-08|2032-12-22|2038-04-30|2024-01-20,20240103,2,120.0,inf
VIVO,50409146447,59072012|97432014|48422023|166262022|48412023|41662008,687525721,RUA INOCÊNCIO DUTRA DE SANTANA,,SP,3520707,20M0G7W|10M0G7W|5M00G7W,LTE|WCDMA,2680|788|1862.5|1867.5|1855|2150|2160|874.5,2560|733|1767.5|1772.5|1760|1960|1970|829.5,260,Greenfield,não,056001603518|002000703518,17.5|13.5|16.7|17.2|14.7,30|25,57|63|64|60|60.17|75.66,2,62|67,058221803257|048811903257|083071803257|008041101882|000081201882,40,-19.979044,-50.290397,2023-07-26,2005-10-05,2027-10-18|2029-12-08|2032-12-22|2038-04-30|2024-01-20,20240103,3,260.0,inf
