NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011,1014806230,RODOVIA MARECHAL RONDON,,SP,3538907,200KG7W|5M00G7W|2M50G7W,GSM|LTE,885|892.75,840|847.75,140,,,,13.8,23,70,0,51,039721705894,80,-21.99814,-49.43348,2023-07-25,2023-03-29,2028-03-31,20240503,2,140.0,1.254675
CLARO,50409105090,46622011,1014806230,RODOVIA MARECHAL RONDON,,SP,3538907,200KG7W|5M00G7W|2M50G7W,GSM|LTE,885|892.75,840|847.75,270|330,,,,13.8,23,70,0,51,039721705894,80,-21.99814,-49.43348,2023-07-25,2023-03-29,2028-03-31,20240503,4,300.0,1.254675
CLARO,50409105090,46622011|97692014|48372023,641190050,R LUIZ SANTA ROSA,,SP,3538907,200KG7W|10M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,953.75|1875|798|885|892.75|2117.5,908.75|1780|743|840|847.75|1927.5,0,Greenfield,não,012720905344|027331703519,13.52|16.16|14.1|16.18,20|27|25,68|66.76|66.56|65,0,56|60,037621705894|012111805894|057731705894|039721705894|008881101882|008041101882,19.95|40|80|72.44|61.52,-22.0002,-49.45768,2023-06-21,2002-03-14,2028-03-31,20240503,1,0.0,1.254675
CLARO,50409105090,46622011|97692014|48372023,641190050,R LUIZ SANTA ROSA,,SP,3538907,200KG7W|10M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,953.75|1875|798|885|892.75|2117.5,908.75|1780|743|840|847.75|1927.5,90,Greenfield,não,012720905344|027331703519,13.52|16.16|14.1|16.18,20|27|25,68|66.76|66.56|65,0,56|60,037621705894|012111805894|057731705894|008881101882|039721705894|008041101882,19.95|40|80|72.44|61.52,-22.0002,-49.45768,2023-06-21,2002-03-14,2028-03-31,20240503,2,90.0,1.254675
CLARO,50409105090,46622011|97692014|48372023,641190050,R LUIZ SANTA ROSA,,SP,3538907,200KG7W|10M0G7W|5M00G7W|2M50G7W,GSM|LTE|WCDMA,953.75|1875|798|885|892.75|2117.5,908.75|1780|743|840|847.75|1927.5,200,Greenfield,não,012720905344|027331703519,13.52|16.16|14.1|16.18,20|27|25,68|66.76|66.56|65,0,56|60,037621705894|012111805894|057731705894|008881101882|039721705894|008041101882,19.95|40|80|72.44|61.52,-22.0002,-49.45768,2023-06-21,2002-03-14,2028-03-31,20240503,3,200.0,1.254675
