NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011|59592012|97692014,1007836749,"ROD PRESIDENTE CASTELO BRANCO, KM 198 - SP280, MARISTELA",,SP,3536109,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2650|803|890,1870|2630|793|880,90|150,Greenfield,sim,027331703519|009371303519|008541105344,16.16|17.08|16.85|17.05|14.1|14.89,27.0|30.0|33.74|28.0|25.0,66.76|72.66|67.81|65.49|66.56|65.28,3.0|0.0,48.0|46.0,012111805894|056351705894|057731705894|039721705894,20.0|40.0|80.0,-23.14045,-48.44718,2021-02-03,2018-12-20,2028-03-31|2027-10-18|2029-12-08,20240503,2,120.0,4.967655
CLARO,50409105090,46622011|59592012|97692014,1007836749,"ROD PRESIDENTE CASTELO BRANCO, KM 198 - SP280, MARISTELA",,SP,3536109,200KG7W|20M0G7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,1880|2650|803|890,1870|2630|793|880,290|300,Greenfield,sim,027331703519|009371303519|008541105344,16.16|17.05|14.1|17.08|16.85|14.89,27.0|28.0|25.0|30.0|33.74,66.76|65.49|66.56|72.66|67.81|65.28,4.0|0.0,48.0|46.0,012111805894|056351705894|057731705894|039721705894,20.0|40.0|80.0,-23.14045,-48.44718,2021-02-03,2018-12-20,2028-03-31|2027-10-18|2029-12-08,20240503,4,295.0,4.967655
CLARO,50409105090,46622011|97692014,685020657,"R JOÃO CORREA, 155, CENTRO",,SP,3536109,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|803|890,952.5|1870|793|880,20,Greenfield,,012720905344|027331703519,13.52|16.16|14.1,20.0|27.0|25.0,68.0|66.76|66.56,0.0,60.0|58.0,037621705894|006091702519|012111805894|057731705894|039721705894|010641001882,19.95|79.43|40.0|80.0|63.5,-23.08061,-48.37492,2021-02-03,2004-12-30,2028-03-31|2029-12-08,20240503,1,20.0,4.967655
CLARO,50409105090,46622011|97692014,685020657,"R JOÃO CORREA, 155, CENTRO",,SP,3536109,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|803|890,952.5|1870|793|880,150,Greenfield,,012720905344|027331703519,13.52|16.16|14.1,20.0|27.0|25.0,68.0|66.76|66.56,0.0,60.0|58.0,037621705894|006091702519|012111805894|057731705894|039721705894|010641001882,19.95|79.43|40.0|80.0|63.5,-23.08061,-48.37492,2021-02-03,2004-12-30,2028-03-31|2029-12-08,20240503,2,150.0,4.967655
CLARO,50409105090,46622011|97692014,685020657,"R JOÃO CORREA, 155, CENTRO",,SP,3536109,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|803|890,952.5|1870|793|880,270,Greenfield,,012720905344|027331703519,13.52|16.16|14.1,20.0|27.0|25.0,68.0|66.76|66.56,0.0,60.0|58.0,037621705894|012111805894|006091702519|057731705894|039721705894|010641001882,19.95|40.0|79.43|80.0|63.5,-23.08061,-48.37492,2021-02-03,2004-12-30,2028-03-31|2029-12-08,20240503,4,270.0,4.967655
