NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,UpdateDate,physicalSector,Azimute_(Median),distance
CLARO,50409105090,46622011,686181921,"RODOVIA MARECHAL RONDON, KM 565, ZONA RURAL",,SP,3506201,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|890,952.5|1870|880,90,Greenfield,não,009371303519|012720905344,14.89|17.08|13.52,30.0|20.0,65.28|72.66|68.0,4.0,60.0,037621705894|006091702519|039721705894,19.95|79.43|80.0,-21.20583,-50.765,2008-07-31,2005-03-23,2028-03-31,20240503,2,90.0,4.370165
CLARO,50409105090,46622011,686181921,"RODOVIA MARECHAL RONDON, KM 565, ZONA RURAL",,SP,3506201,200KG7W|10M0G7W|5M00G7W,GSM|LTE|WCDMA,955|1880|890,952.5|1870|880,260,Greenfield,não,009371303519|012720905344,14.89|17.08|13.52,30.0|20.0,65.28|72.66|68.0,4.0,60.0,037621705894|006091702519|039721705894,19.95|79.43|80.0,-21.20583,-50.765,2008-07-31,2005-03-23,2028-03-31,20240503,3,260.0,4.370165
CLARO,50409105090,46622011|97692014,695260880,"R HUGO SCATENA, 467, CENTRO",,SP,3506201,200KG7W|10M0G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890,1870|793|880,20,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,2.0,50.0,012111805894|057731705894|039721705894,20.0|40.0|80.0,-21.27083,-50.81278,2019-06-05,2011-03-15,2028-03-31|2029-12-08,20240503,1,20.0,4.370165
CLARO,50409105090,46622011|97692014,695260880,"R HUGO SCATENA, 467, CENTRO",,SP,3506201,200KG7W|10M0G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890,1870|793|880,110,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,2.0,50.0,012111805894|057731705894|039721705894,20.0|40.0|80.0,-21.27083,-50.81278,2019-06-05,2011-03-15,2028-03-31|2029-12-08,20240503,2,110.0,4.370165
CLARO,50409105090,46622011|97692014,695260880,"R HUGO SCATENA, 467, CENTRO",,SP,3506201,200KG7W|10M0G7W|5M00D7W,GSM|LTE|WCDMA,1880|803|890,1870|793|880,180,Greenfield,não,027331703519|012720905344,16.16|14.1|13.52,27.0|25.0|20.0,66.76|66.56|68.0,2.0,50.0,012111805894|057731705894|039721705894,20.0|40.0|80.0,-21.27083,-50.81278,2019-06-05,2011-03-15,2028-03-31|2029-12-08,20240503,3,180.0,4.370165
