NomeEntidade,NumFistel,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,FreqTxMHz,FreqRxMHz,Azimute,ClassInfraFisica,CompartilhamentoInfraFisica,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,DataLicenciamento,DataPrimeiroLicenciamento,DataValidade,physicalSector,Azimute_(Median),distance
VIVO,50409146447,48412023|41662008,687529395,Rua Doutor Dino Bueno,,SP,3551405,5M00G7W,WCDMA,2160|874.5,1970|829.5,60,Greenfield,sim,002000703518,17.5|14.7,25,60.17|75.66,2|4,21,016571601882|044961602519,40,-21.313403,-47.565119,2023-09-21,2005-10-05,2023-08-05,1,60.0,inf
VIVO,50409146447,48422023,687529395,Rua Doutor Dino Bueno,,SP,3551405,5M00G7W,LTE,1862.5|1867.5,1767.5|1772.5,90,Greenfield,sim,002000703518,17.5,25,60.17,2,21,083071803257,40,-21.313403,-47.565119,2023-09-21,2005-10-05,2023-08-05,2,90.0,inf
VIVO,50409146447,48422023|48412023|41662008,687529395,Rua Doutor Dino Bueno,,SP,3551405,5M00G7W,LTE|WCDMA,1862.5|1867.5|2160|874.5,1767.5|1772.5|1970|829.5,210,Greenfield,sim,002000703518,17.5|14.7,25,60.17|75.66,3|2|4,21,083071803257|016571601882|044961602519,40,-21.313403,-47.565119,2023-09-21,2005-10-05,2023-08-05,3,210.0,inf
VIVO,50409146447,48422023|48412023|41662008,687529395,Rua Doutor Dino Bueno,,SP,3551405,5M00G7W,LTE|WCDMA,1862.5|1867.5|2160|874.5,1767.5|1772.5|1970|829.5,300,Greenfield,sim,002000703518,17.5|14.7,25,60.17|75.66,2|4,21,083071803257|016571601882|044961602519,40,-21.313403,-47.565119,2023-09-21,2005-10-05,2023-08-05,4,300.0,inf
